feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,label
-1.28726,-0.616126,2.41015,-0.19451,-0.372392,-0.113764,-0.0714822,-0.106353,-0.832774,-0.89237,-0.78288,-0.825923,0.136379,-0.350161,0.45652,-0.816051,1.85926,-0.668955,2
-1.42433,1.61059,2.41015,-0.19451,0.718585,-0.111699,-0.440818,-0.132048,-0.536877,-0.562557,-0.693536,-0.318716,0.203524,-1.48558,2.31292,-0.526118,-0.000507978,2.31161,6
0.467212,0.253683,-0.35697,-0.19451,-0.639989,-0.123592,-0.579319,-0.137904,-0.900685,-0.905055,-0.879881,-0.911475,0.692723,-0.599954,0.321858,-0.914421,1.75183,-0.46263,4
-0.547091,-0.0420521,-0.35697,-0.19451,-0.104794,-0.103609,-0.41004,-0.128059,-0.519414,-0.683066,-0.343821,-0.566209,-1.06264,0.745518,-0.197549,-0.370797,1.17947,-0.62962,2
0.0285944,-0.7379,-0.35697,-0.19451,8.31425,9.73251,5.45317,4.33338,0.144172,0.0590118,0.17437,0.18849,-0.88998,0.319736,0.350714,0.154707,-0.262568,-0.72061,2
1.38557,-0.581334,-0.35697,-0.19451,-0.41356,-0.113469,-0.56393,-0.135905,-0.782326,-0.790889,-0.736932,-0.819812,0.558433,-0.338807,0.0140616,-0.769455,0.937873,-0.40551,4
0.98807,-0.00725971,-0.35697,-0.19451,-0.351807,-0.106083,0.159353,-0.113722,0.203351,0.236603,0.220318,0.148769,0.136379,0.279996,-0.611151,0.201304,-0.716652,-0.39825,3
1.75565,1.34964,-0.35697,-0.19451,0.409818,-0.0672912,0.113186,-0.100456,0.181038,0.182691,0.222871,0.127381,-0.132201,0.427601,-0.591914,0.203892,-0.63976,-0.456188,5
-0.231835,-0.00725971,-0.35697,-0.19451,-0.475314,-0.12194,-0.486985,-0.135637,-0.793968,-0.702093,-0.83138,-0.828978,1.47928,-0.90084,0.0429175,-0.854882,0.427393,0.244068,0
0.672814,-0.807484,-0.35697,-0.19451,-0.331222,-0.120371,-0.317707,-0.117185,2.58993,2.73239,2.36966,2.68786,-0.813243,0.654685,-0.293735,2.38098,-1.31185,-0.591618,1
-0.780106,-0.355184,-0.35697,-0.19451,-0.454729,-0.114425,-0.363873,-0.123798,-0.914267,-0.933596,-0.884986,-0.920642,0.568025,-0.554537,0.369952,-0.919599,2.45615,-0.532291,2
-0.300369,-1.03363,-0.35697,-0.19451,-0.454729,-0.111717,-0.302318,-0.124546,1.87881,1.81272,1.88466,1.91483,-2.12737,1.58005,-0.54382,1.88913,-0.832625,-0.642285,1
-1.46545,-0.703107,-0.35697,4.39036,1.58313,0.0954272,2.89859,0.349277,-0.594116,-0.679894,-0.494428,-0.624262,-0.295267,0.177809,-0.00517577,-0.523529,1.04197,-0.589716,2
-1.46545,-0.633523,-0.35697,-0.19451,-0.125378,-0.0835452,-0.148427,-0.110467,-0.893894,-0.901883,-0.884986,-0.887032,0.654354,-0.673756,0.485376,-0.919599,1.90915,-0.560782,2
-1.62993,-0.7379,-0.35697,4.39036,0.821507,0.0675956,0.913414,0.344554,-0.643594,-0.71795,-0.581219,-0.63954,-0.151386,-0.111723,0.341096,-0.611545,0.881535,-0.663716,2
-1.19131,-0.302995,-0.35697,-0.19451,0.121635,-0.0711495,-0.0868711,-0.0867679,-0.446653,-0.365939,-0.43827,-0.529543,1.09559,-0.310422,-0.572676,-0.466578,-0.0820738,-0.126007,0
0.713934,1.15829,-0.35697,-0.19451,-0.351807,-0.108851,-0.286928,-0.123974,0.402233,0.414194,0.467927,0.307653,-0.21853,0.768227,-1.08246,0.452407,-0.565722,-0.40315,5
-0.917174,0.0797212,2.41015,-0.19451,0.389233,-0.0881419,0.00546275,-0.111569,-0.538817,-0.648182,-0.420401,-0.569264,-0.554255,0.348121,-0.0340317,-0.448457,0.816838,-0.616956,2
-1.10907,0.584211,-0.35697,-0.19451,-0.392976,-0.120619,0.143964,-0.0106301,-0.334115,-0.388138,-0.458691,-0.129278,-0.21853,-1.10522,2.09169,-0.365619,-0.336604,2.56721,6
1.02919,-1.60771,-0.35697,-0.19451,0.0804665,-0.100032,0.728745,-0.0946285,-0.675609,-0.698922,-0.634825,-0.694538,0.337813,-0.282036,0.139104,-0.665907,0.324344,-0.523545,4
0.974363,1.01912,-0.35697,-0.19451,-0.269469,-0.117646,-0.502374,-0.133811,-0.449563,-0.454734,-0.599088,-0.260663,0.318629,-1.36636,1.9955,-0.476933,-0.490547,2.35197,6
1.19367,-0.96405,2.41015,-0.19451,0.368649,-0.0808509,-0.163816,-0.124241,0.0238725,0.135122,-0.0579223,0.0143289,0.990079,-0.526151,-0.101362,-0.0808635,-1.13436,-0.192026,3
-1.39691,-0.181222,-0.35697,-0.19451,-0.434145,-0.105092,0.0977968,-0.0928136,-0.585385,-0.448392,-0.627167,-0.660928,1.71908,-0.758912,-0.438015,-0.624488,0.107163,0.250558,0
0.289023,0.288476,-0.35697,-0.19451,-0.310638,-0.116985,-0.394651,-0.130347,-0.80464,-0.711607,-0.846696,-0.835089,1.49846,-0.940579,0.0910108,-0.860059,0.482346,0.293548,0
0.0834216,1.92372,-0.35697,-0.19451,-0.392976,-0.120619,-0.425429,-0.129843,-0.820162,-0.822602,-0.913066,-0.697593,0.644762,-1.29256,1.54343,-0.847116,0.56818,2.30142,6
1.38557,0.13191,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
-1.46545,0.253683,-0.35697,-0.19451,-0.372392,-0.114755,-0.440818,-0.13507,-0.820162,-0.727464,-0.864565,-0.847311,1.50805,-0.968965,0.129485,-0.880768,0.512367,0.324065,0
-1.12278,0.236287,-0.35697,-0.19451,-0.639989,-0.125574,-0.286928,-0.110384,-0.926879,-0.91774,-0.928382,-0.923697,0.836605,-0.770267,0.466138,-0.963607,2.15101,-0.458376,4
-0.643038,-0.285599,-0.35697,-0.19451,-0.392976,-0.11269,-0.225372,-0.107361,-0.520384,-0.413508,-0.540376,-0.593708,1.39295,-0.560214,-0.447634,-0.567537,-0.138582,0.0326126,0
0.0423012,0.897342,-0.35697,-0.19451,0.101051,-0.0334076,0.0824075,-0.0665527,-0.347697,-0.340568,-0.51485,-0.150666,0.347406,-1.40042,2.02436,-0.38374,-0.621697,2.3467,6
1.63229,0.184098,2.41015,-0.19451,0.0804671,-0.102139,-0.394651,-0.127754,0.200441,0.122437,0.322425,0.127381,-0.870796,0.978279,-0.784287,0.304851,-0.287367,-0.525745,3
-0.972001,-0.563938,-0.35697,-0.19451,-0.166547,-0.0929522,-0.440818,-0.135826,-0.885163,-0.920911,-0.83138,-0.905365,0.395366,-0.367193,0.225672,-0.865236,2.26849,-0.533105,2
-0.903467,-0.476957,-0.35697,-0.19451,-0.475314,-0.117976,-0.502374,-0.136078,1.95254,2.01569,1.92805,1.89955,-1.01468,1.43812,-1.41912,1.93314,-1.00372,-0.467897,1
0.0285944,-0.0594483,2.41015,-0.19451,-0.0842092,-0.108478,0.220909,-0.0716537,-0.350607,-0.305684,-0.315742,-0.431768,0.692723,-0.0549523,-0.601532,-0.342321,-0.140293,-0.260133,0
-1.39691,1.12349,-0.35697,-0.19451,-0.0842089,-0.116407,1.37508,0.492673,-0.169188,-0.153463,-0.147266,-0.20872,0.280261,0.0074957,-0.293735,-0.171468,-0.625225,-0.421664,5
-1.35579,0.236287,-0.35697,-0.19451,-0.681158,-0.126895,-0.640875,-0.139668,-0.963745,-0.936767,-0.997304,-0.938975,1.02845,-1.01438,0.687367,-1.0335,1.53688,-0.473359,2
0.864709,1.15829,-0.35697,-0.19451,0.0187132,-0.105553,-0.10226,-0.121402,0.310068,0.325398,0.363268,0.228211,-0.113017,0.609268,-0.918948,0.34627,-0.589487,-0.403414,5
-1.34208,-0.198618,-0.35697,-0.19451,-0.619405,-0.119632,-0.640875,-0.135544,-0.966656,-0.936767,-1.00496,-0.938975,1.05722,-1.04844,0.716223,-1.04127,-0.896462,-0.473359,2
-0.656745,1.0887,-0.35697,-0.19451,0.0392975,-0.067846,-0.0253153,-0.0797146,-0.05471,-0.0488115,-0.0170797,-0.104834,0.0980101,0.206194,-0.447634,-0.0394445,-0.541004,-0.435986,5
1.38557,-0.23341,-0.35697,-0.19451,-0.578236,-0.125326,-0.533152,-0.136582,-0.926879,-0.933596,-0.913066,-0.926753,0.692723,-0.668079,0.437282,-0.948074,2.41289,-0.513213,2
1.30333,-1.52073,-0.35697,-0.19451,-0.351808,-0.109459,-0.379262,-0.125647,2.01657,1.93958,2.02761,2.05538,-2.33839,1.72766,-0.582295,2.0341,-0.822601,-0.646682,1
0.0834216,0.0275327,-0.35697,-0.19451,-0.475314,-0.118967,-0.533152,-0.13507,-0.934641,-0.936767,-0.925829,-0.932864,0.740683,-0.707818,0.45652,-0.961018,2.51022,-0.496619,2
-0.451143,-1.1728,-0.35697,-0.19451,-0.537068,-0.126647,-0.440818,-0.130536,2.32993,2.37087,2.2165,2.40064,-1.52306,1.15427,-0.428397,2.22566,-1.09865,-0.623739,1
-1.15019,0.462437,-0.35697,-0.19451,-0.0430401,-0.0840329,-0.0714822,-0.114666,-0.42725,-0.473762,-0.343821,-0.4776,-0.0746484,0.206194,-0.274498,-0.370797,0.0642974,-0.499554,3
1.41298,1.17568,-0.35697,-0.19451,-0.166547,-0.113469,-0.0253154,-0.119894,0.3188,0.319056,0.376031,0.246544,-0.256899,0.643331,-0.83238,0.359214,-0.601423,-0.438493,5
0.357557,0.410249,-0.35697,-0.19451,-0.537067,-0.117728,-0.471596,-0.138345,-0.812401,-0.775033,-0.803301,-0.850366,0.999671,-0.605631,0.0236802,-0.828995,0.987058,-0.094137,0
-1.52027,-0.23341,-0.35697,-0.19451,-0.0636246,-0.00797096,0.0670187,-0.12279,-0.500981,-0.397651,-0.522508,-0.569264,1.34499,-0.554537,-0.409159,-0.552005,-0.254237,0.0115194,0
0.522039,0.740776,-0.35697,-0.19451,-0.0430403,-0.102863,0.00546292,-0.122286,-0.526205,-0.584756,-0.63993,-0.327883,-0.103425,-1.19037,2.12055,-0.533884,0.0846252,2.50996,6
1.28962,-0.755296,-0.35697,-0.19451,-0.228301,-0.119958,-0.486985,-0.124302,0.0694699,0.100238,0.092685,0.0112735,0.222708,0.211871,-0.582295,0.0718691,-0.630412,-0.388103,3
-0.944588,1.26266,-0.35697,-0.19451,0.183389,-0.0956279,0.559467,-0.0655223,0.341113,0.32857,0.414321,0.261821,-0.391189,0.768227,-0.909329,0.398044,-0.564717,-0.447706,5
-0.0673532,-1.85126,-0.35697,-0.19451,-0.187132,-0.115003,-0.148427,-0.120775,2.42307,2.45332,2.28287,2.53508,-1.69572,1.05208,-0.082125,2.29296,-1.11369,-0.67951,1
0.864709,-1.41635,-0.35697,-0.19451,-0.41356,-0.115171,-0.209983,-0.118664,1.88269,1.7937,1.88466,1.94538,-2.33839,1.55734,-0.293735,1.88913,-0.810124,-0.67784,1
1.00178,1.03651,-0.35697,-0.19451,-0.310638,-0.100959,0.267075,-0.113009,0.44492,0.458592,0.513875,0.344319,-0.237715,0.824998,-1.15941,0.499003,-0.561831,-0.396071,5
-0.876054,1.36704,-0.35697,-0.19451,0.14222,-0.0854157,-0.148427,-0.123105,0.643802,0.633012,0.730852,0.542924,-0.6214,1.10885,-1.2556,0.719042,-0.584146,-0.440449,5
-0.793813,0.218891,-0.35697,-0.19451,1.78898,-0.0446183,0.0670187,-0.0858075,-0.564041,-0.679894,-0.433164,-0.602874,-0.592624,0.41057,-0.101362,-0.461401,1.02457,-0.611268,2
-1.20502,0.114514,-0.35697,-0.19451,-0.41356,-0.105836,-0.317706,-0.123987,-0.92785,-0.905055,-0.94625,-0.917586,0.961302,-0.883808,0.533469,-0.981727,1.87755,-0.386276,4
0.289023,0.0275327,2.41015,-0.19451,-0.331224,-0.117398,-0.0714822,-0.107109,0.845594,0.867686,0.894223,0.756806,-0.48711,1.01802,-1.23636,0.884718,-0.741509,-0.424923,3
1.33074,1.14089,-0.35697,-0.19451,-0.392976,-0.104886,-0.394651,-0.119894,-0.517474,-0.521331,-0.690984,-0.300384,0.385774,-1.58209,2.29368,-0.510586,-0.0721509,2.21527,6
-1.10907,-1.57292,-0.35697,-0.19451,-0.26947,-0.106417,-0.379263,-0.125647,2.32702,2.33598,2.24203,2.39453,-1.81083,1.34161,-0.457252,2.25155,-1.03228,-0.63747,1
-0.0947667,-0.216014,-0.35697,-0.19451,-0.248885,-0.103961,-0.517763,-0.135544,0.660294,0.674238,0.715536,0.573478,-0.410373,0.910154,-1.13056,0.703509,-0.690621,-0.421416,3
0.453505,0.532022,-0.35697,-0.19451,-0.351807,-0.103147,-0.610097,-0.133307,-0.954044,-0.924082,-0.987093,-0.932864,1.04763,-1.00303,0.648893,-1.02315,-0.653128,-0.322427,4
-1.28726,-1.41635,2.41015,-0.19451,-0.228301,-0.11203,-0.41004,-0.127009,2.3571,2.40258,2.24203,2.42509,-1.50388,1.16562,-0.466871,2.25155,-1.1049,-0.615739,1
0.919536,0.323268,2.41015,-0.19451,-0.516483,-0.124583,-0.25615,-0.131292,-0.848297,-0.74332,-0.902855,-0.87481,1.64234,-1.0598,0.148723,-0.893712,1.02994,0.49053,0
-0.656745,-0.790088,-0.35697,-0.19451,0.121636,-0.0751136,-0.117649,-0.0404176,-0.326353,-0.251773,-0.297873,-0.428713,0.942118,-0.0776607,-0.813143,-0.3242,-0.109185,-0.160192,0
1.44039,0.984323,2.41015,-0.19451,-0.290054,-0.115746,-0.133038,-0.118697,-0.607698,-0.660867,-0.713958,-0.422602,0.0116809,-1.2074,2.03398,-0.614133,0.262757,2.4919,6
-1.52027,-0.23341,-0.35697,-0.19451,-0.0636246,-0.00797096,0.0670187,-0.12279,-0.500981,-0.397651,-0.522508,-0.569264,1.34499,-0.554537,-0.409159,-0.552005,-0.254237,0.0115194,0
0.851002,-0.302995,-0.35697,-0.19451,0.800923,0.147622,1.26736,0.765169,0.0170815,0.0368128,0.0365264,-0.0253921,0.165155,0.143746,-0.409159,0.0149181,-0.683222,-0.418861,3
-1.04054,2.02809,-0.35697,4.39036,0.430402,-0.090769,-0.10226,-0.110521,-0.435011,-0.502303,-0.583772,-0.187331,-0.256899,-1.34933,2.54377,-0.414804,0.0828499,2.44846,6
-1.08166,0.532022,2.41015,-0.19451,0.471571,0.0557857,-0.225372,-0.119452,-0.80367,-0.660867,-0.90796,-0.80759,1.94929,-1.35501,0.341096,-0.826406,0.591452,0.878754,4
-1.27355,-1.36416,-0.35697,-0.19451,0.14222,-0.0565317,0.236298,-0.115674,-0.396205,-0.350082,-0.354032,-0.486767,0.740683,-0.0435982,-0.668863,-0.381151,0.00558148,-0.24103,0
1.11143,-1.08582,-0.35697,-0.19451,-0.495898,-0.118307,-0.533152,-0.132359,-0.785237,-0.803574,-0.734379,-0.819812,0.472103,-0.304745,0.0429175,-0.766866,0.959216,-0.4438,4
1.59117,0.236287,-0.35697,4.39036,0.88326,0.28934,0.390188,0.497459,-0.839565,-0.863828,-0.808406,-0.844255,0.462511,-0.480735,0.350714,-0.841938,1.79837,-0.537793,2
0.946949,0.949531,-0.35697,-0.19451,-0.248885,-0.103854,1.54436,0.0736945,-0.0886654,-0.090038,-0.052817,-0.129278,0.0596415,0.166454,-0.341829,-0.0756861,-0.569096,-0.479418,5
-0.917174,-1.71209,-0.35697,-0.19451,-0.41356,-0.116118,-0.56393,-0.134599,1.96903,1.85395,2.00208,2.01871,-2.64534,1.83552,-0.457252,2.00821,-0.751099,-0.669109,1
-1.10907,-1.27718,-0.35697,-0.19451,-0.269469,-0.105895,-0.379262,-0.133545,0.734996,0.699608,0.830406,0.646809,-0.918757,1.23943,-1.17865,0.82,-0.598871,-0.482023,3
-0.711572,-1.81646,-0.35697,-0.19451,-0.351807,-0.118619,-0.410041,-0.128602,2.36971,2.3899,2.27266,2.44036,-1.74368,1.2962,-0.447634,2.28261,-1.05714,-0.635002,1
1.44039,-0.111637,-0.35697,-0.19451,0.51274,-0.106594,-0.271539,-0.125537,0.052007,0.0209565,0.128422,-0.0101147,-0.324044,0.552497,-0.611151,0.108111,-0.40238,-0.48102,3
-0.629332,-1.31197,-0.35697,-0.19451,-0.310639,-0.105092,-0.394651,-0.134126,1.85553,1.76833,1.95103,1.80483,-2.30002,2.15912,-1.35179,1.95643,-0.705156,-0.572134,1
-0.396316,-0.00725971,-0.35697,-0.19451,-0.2283,-0.123922,-0.163816,-0.104842,-0.403966,-0.514988,-0.228951,-0.502044,-0.678953,0.836352,-0.736193,-0.254306,0.581024,-0.509185,3
1.56376,-0.0246559,-0.35697,-0.19451,-0.598821,-0.125904,-0.579319,-0.137149,-0.825013,-0.736977,-0.862012,-0.856477,1.46969,-0.923548,0.0910108,-0.883357,0.676521,0.264967,0
-0.533384,1.21047,-0.35697,-0.19451,0.512741,-0.0904678,-0.0560933,-0.109405,0.637981,0.594957,0.743615,0.545979,-0.909164,1.22807,-1.16903,0.731985,-0.557638,-0.483052,5
1.13884,2.02809,2.41015,-0.19451,-0.310638,-0.108066,0.00546275,-0.0550281,-0.599937,-0.625983,-0.71651,-0.428713,0.251484,-1.26985,1.89932,-0.619311,-0.0230915,2.43014,6
0.220489,-1.85126,2.41015,8.97523,0.677416,-0.0280963,0.713356,-0.10074,0.19753,0.214404,0.225424,0.145714,-0.00750348,0.348121,-0.582295,0.206481,-0.69514,-0.431719,3
-1.68475,0.827757,-0.35697,-0.19451,0.0187132,-0.100134,0.344021,-0.0870025,0.228575,0.233432,0.27903,0.160991,-0.141793,0.524112,-0.745812,0.260843,-0.608429,-0.433583,5
-0.697866,0.0971174,-0.35697,-0.19451,-0.619405,-0.126647,-0.640875,-0.139668,-0.956954,-0.936767,-0.979435,-0.938975,0.961302,-0.934902,0.620037,-1.01538,2.51022,-0.473359,2
0.467212,-0.216014,-0.35697,-0.19451,-0.537067,-0.125656,-0.502374,-0.137589,-0.815312,-0.71795,-0.856907,-0.850366,1.54642,-0.946257,0.0525362,-0.873002,0.676521,0.317233,0
-0.396316,-0.0768445,-0.35697,-0.19451,-0.578236,-0.125326,-0.517763,-0.136645,-0.9327,-0.936767,-0.918171,-0.935919,0.721499,-0.668079,0.408426,-0.953252,2.51022,-0.485864,2
-0.574504,-1.22499,-0.35697,-0.19451,-0.495899,-0.117153,-0.471596,-0.131829,2.26299,2.26939,2.16035,2.35481,-1.78205,1.1713,-0.197549,2.16871,-1.04979,-0.666764,1
-0.355196,1.05391,-0.35697,-0.19451,-0.022456,-0.0542192,1.52897,0.93703,-0.144934,-0.14395,-0.124292,-0.168999,0.126786,0.01885,-0.159074,-0.148169,-0.641425,-0.530777,5
0.727641,-1.53812,-0.35697,-0.19451,-0.537067,-0.119632,-0.56393,-0.135905,-0.6174,-0.641839,-0.573561,-0.63954,0.280261,-0.213911,0.0813921,-0.603779,0.14189,-0.511498,4
-1.52027,-0.911862,-0.35697,-0.19451,4.1356,0.104204,5.39161,0.141004,-0.136203,-0.207375,-0.0911071,-0.120111,-0.535071,0.189163,0.216053,-0.114517,-0.136754,-0.672299,2
0.124542,1.17568,-0.35697,-0.19451,-0.187131,-0.0981714,-0.271539,-0.12166,0.644772,0.626669,0.746168,0.533757,-0.688545,1.20536,-1.35179,0.734574,-0.542682,-0.438985,5
0.837295,-1.6599,-0.35697,-0.19451,-0.351808,-0.118619,-0.27154,-0.118171,2.23874,2.23133,2.17056,2.30287,-1.88756,1.38135,-0.447634,2.17906,-0.995928,-0.641338,1
-1.61622,-0.163825,-0.35697,-0.19451,-0.269469,-0.109717,-0.0868711,-0.118508,-0.590236,-0.476933,-0.622062,-0.654817,1.50805,-0.696464,-0.33221,-0.645198,-0.079929,0.118776,0
-0.259248,1.17568,-0.35697,-0.19451,0.471572,-0.0597149,0.113185,-0.0909232,0.679697,0.636183,0.812537,0.555145,-0.947533,1.4438,-1.49607,0.80188,-0.479043,-0.452581,5
-0.985708,-1.6599,-0.35697,-0.19451,-0.537067,-0.118307,-0.179205,-0.125537,1.95254,1.8159,1.98676,2.02177,-2.82759,1.82984,-0.264879,1.99268,-0.722942,-0.696087,1
-0.972001,0.914738,-0.35697,-0.19451,0.0804671,-0.111955,0.0670189,-0.0944057,0.356636,0.376139,0.424532,0.252655,-0.113017,0.745518,-1.1498,0.408399,-0.518243,-0.380832,5
-0.108474,0.410249,-0.35697,-0.19451,-0.475314,-0.124913,-0.456207,-0.130599,-0.792998,-0.781375,-0.762458,-0.832034,0.750275,-0.446672,0.00444287,-0.795342,0.949523,-0.272103,0
-0.12218,2.11508,-0.35697,-0.19451,0.14222,-0.101382,-0.0407042,-0.114719,-0.541728,-0.549872,-0.685878,-0.355382,0.36659,-1.4061,2.01474,-0.557182,-0.183917,2.30432,6
-0.533384,0.288476,-0.35697,-0.19451,1.31553,-0.0209736,0.174742,-0.0946285,-0.710535,-0.765519,-0.66801,-0.700649,0.0788258,-0.299068,0.427664,-0.69956,0.880608,-0.682649,2
1.0566,1.21047,-0.35697,-0.19451,-0.290053,-0.110578,0.267075,-0.0978457,0.121858,0.144636,0.148844,0.0662718,0.107602,0.279996,-0.582295,0.12882,-0.650461,-0.407744,5
1.38557,1.90632,-0.35697,-0.19451,0.32748,-0.0979074,-0.179205,-0.121531,-0.663967,-0.698922,-0.762458,-0.505099,0.222708,-1.20173,1.81275,-0.684028,0.206085,2.48458,6
-1.61622,-0.581334,-0.35697,-0.19451,-0.2283,-0.108261,0.00546275,-0.105851,-0.848297,-0.863828,-0.882434,-0.783146,0.54884,-0.923548,1.0144,-0.906655,1.04442,-1.08797,2
1.37186,-0.581334,-0.35697,-0.19451,-0.557652,-0.121713,-0.517763,-0.132428,-0.797849,-0.803574,-0.757353,-0.832034,0.596801,-0.384224,0.0525362,-0.790164,0.982262,-0.404164,4
1.49522,-1.13801,-0.35697,-0.19451,-0.269469,-0.118637,-0.394651,-0.131103,1.4694,1.27044,1.71363,1.35262,-3.00025,2.83469,-1.79425,1.71569,-0.341774,-0.571668,1
-0.780106,-0.0246559,-0.35697,-0.19451,0.32748,-0.0820557,-0.240761,-0.106227,-0.442772,-0.530845,-0.300426,-0.523432,-0.43915,0.58656,-0.553439,-0.326789,0.520945,-0.451212,2
0.796175,0.271079,-0.35697,-0.19451,-0.639989,-0.123237,-0.610097,-0.135544,-0.934641,-0.911397,-0.941145,-0.938975,0.970895,-0.810006,0.398808,-0.97655,2.51022,-0.284841,4
1.02919,2.20206,-0.35697,-0.19451,0.14222,-0.0956279,-0.271539,-0.122733,-0.728968,-0.749662,-0.846696,-0.560098,0.404958,-1.38339,1.93779,-0.730625,0.597861,2.30101,6
-1.05424,-0.703107,-0.35697,-0.19451,0.14222,-0.037702,-0.0253152,-0.111454,-0.80658,-0.873342,-0.742037,-0.810645,0.0500494,-0.230942,0.341096,-0.774632,1.75401,-0.63553,2
-0.999415,-0.998843,2.41015,-0.19451,-0.26947,-0.12161,-0.163816,-0.104086,2.02142,2.114,1.94337,2.00343,-0.803651,1.13724,-1.12094,1.94867,-1.10711,-0.476332,1
0.0285944,-1.15541,2.41015,-0.19451,-0.351807,-0.111424,-0.225372,-0.121402,2.28433,2.28842,2.20885,2.34564,-1.82042,1.37,-0.495727,2.21789,-1.01677,-0.633045,1
-1.62993,-0.581334,-0.35697,-0.19451,0.0187132,-0.114012,-0.302317,-0.109187,-0.496131,-0.400823,-0.507192,-0.569264,1.26825,-0.480735,-0.457252,-0.536473,-0.168336,-0.0407599,0
-1.62993,1.62798,-0.35697,-0.19451,0.0804665,-0.0136694,0.420965,0.072498,-0.589265,-0.610126,-0.708852,-0.419546,0.289853,-1.28121,1.88008,-0.611545,-0.138203,2.41162,6
-0.574504,-1.2076,-0.35697,-0.19451,-0.413561,-0.111252,-0.486985,-0.130687,1.90985,1.84761,1.91274,1.94538,-2.11777,1.58573,-0.563058,1.9176,-0.842666,-0.639528,1
1.71453,-0.633523,-0.35697,-0.19451,-0.434145,-0.12194,-0.502374,-0.133811,-0.67852,-0.746491,-0.565903,-0.74037,-0.0650563,0.19484,-0.264879,-0.596013,1.01807,-0.501975,4
0.0971283,0.184098,-0.35697,-0.19451,0.286311,-0.0569446,-0.25615,-0.11391,-0.808521,-0.873342,-0.752248,-0.804534,0.0692336,-0.287713,0.418045,-0.784987,1.78285,-0.662455,2
0.234196,-1.57292,-0.35697,-0.19451,-0.516483,-0.113403,-0.533152,-0.134227,1.92635,1.82541,1.94082,1.9851,-2.48227,1.67656,-0.351447,1.94608,-0.784534,-0.676307,1
0.837295,0.114514,-0.35697,-0.19451,-0.516483,-0.124583,-0.56393,-0.137589,-0.830834,-0.740149,-0.872223,-0.859533,1.49846,-0.957611,0.119867,-0.888535,0.70549,0.306648,0
1.59117,0.375456,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
1.23479,1.94111,-0.35697,-0.19451,-0.187131,-0.103609,-0.379262,-0.131829,-0.729938,-0.74332,-0.83138,-0.587597,0.472103,-1.27553,1.68771,-0.753923,0.242212,2.37725,6
0.741348,-0.946654,-0.35697,-0.19451,-0.434145,-0.116367,-0.41004,-0.12754,0.0946939,0.23026,0.00844703,0.0662718,1.15315,-0.497766,-0.312973,-0.0135575,-1.08713,-0.100861,3
0.247903,-1.55552,-0.35697,-0.19451,-0.310638,-0.106594,-0.286928,-0.125212,2.31635,2.30744,2.24714,2.38231,-1.9643,1.43812,-0.466871,2.25672,-0.995916,-0.643469,1
1.31703,1.24527,-0.35697,-0.19451,-0.248885,-0.0958906,0.143964,-0.114219,-0.584415,-0.603784,-0.729274,-0.385936,0.299445,-1.44584,2.1494,-0.583069,0.033267,2.30155,6
0.672814,-0.842277,-0.35697,-0.19451,-0.145963,-0.111194,-0.00992631,-0.121747,0.106336,0.214404,0.0339737,0.08766,0.894157,-0.395578,-0.226405,0.0123294,-1.07381,-0.232558,3
1.50893,1.26266,-0.35697,-0.19451,-0.0842092,-0.0975771,-0.0560933,-0.120647,0.267381,0.255631,0.330083,0.200712,-0.324044,0.637654,-0.755431,0.312617,-0.581032,-0.460559,5
0.796175,-1.6425,-0.35697,-0.19451,-0.41356,-0.113764,-0.456207,-0.132866,1.73426,1.59708,1.88721,1.66428,-2.65493,2.44297,-1.47683,1.89172,-0.568035,-0.578722,1
-1.52027,0.392853,2.41015,-0.19451,-0.372392,-0.116737,-0.363873,-0.127576,-0.693072,-0.708436,-0.655246,-0.715926,0.424143,-0.316099,0.110248,-0.686617,0.267055,-0.482752,3
-0.958295,0.0797212,-0.35697,-0.19451,-0.578236,-0.126317,-0.56393,-0.137589,-0.838595,-0.740149,-0.890092,-0.862588,1.5752,-1.03141,0.16796,-0.891123,0.731561,0.436343,0
-0.656745,0.201495,-0.35697,-0.19451,0.389233,-0.0833563,-0.179205,-0.123875,0.270292,0.233432,0.378584,0.173213,-0.554255,0.944217,-1.04399,0.361802,-0.403984,-0.45334,3
-1.39691,-1.1902,-0.35697,-0.19451,0.121635,-0.0453826,-0.179205,-0.126821,-0.356428,-0.31837,-0.300426,-0.456212,0.63517,0.081298,-0.774668,-0.326789,0.0358165,-0.264193,0
-1.27355,0.86255,-0.35697,-0.19451,-0.0636249,-0.0875817,1.82136,-0.0254067,0.171336,0.192205,0.199897,0.115159,0.0500494,0.33109,-0.611151,0.180594,-0.700712,-0.411536,5
