feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
0.515919,-0.19867,0.138371,0.38227,0.396844,1.02291,0.113345,-0.525843,-0.38432,0.07896,-0.633203,-0.367613,-0.518864,0.437092,-0.262442,0.395234,-0.320781,0.670014,0.514115,0.58959,1
0.115103,0.0671643,0.467059,-0.926932,-0.0564509,2.48008,-0.866775,-0.663795,0.51882,-0.947371,0.726034,0.0477772,0.176855,1.35378,-0.421152,3.07024,-1.65311,-0.906321,1.26645,1.07542,0
-1.20401,0.0942928,1.34251,-0.475354,-0.237489,0.250816,-0.937222,0.129823,0.312938,-0.19095,0.59445,-0.215238,0.671803,0.0994384,1.11304,0.0475808,-0.196628,0.475305,0.571879,0.979861,1
-0.384197,1.62642,-0.588167,-0.403011,-1.27051,0.848588,1.31126,1.23527,-0.23139,-0.778241,-1.43036,-0.88103,-0.168377,1.17732,-0.89915,0.784019,-0.892835,-0.0857431,-1.31559,-0.909081,0
1.29097,-0.752205,0.271398,-0.552504,-1.56858,0.738014,0.168896,0.779353,0.986498,0.45752,-1.78026,0.800174,0.962854,1.40686,-0.470316,-0.469015,0.780488,1.50281,0.210582,2.14819,0
0.319773,0.973624,1.23788,0.424766,-0.690403,0.464563,0.668732,-0.345956,0.452106,-0.157568,0.0350635,-0.0906653,1.89613,-0.128641,-0.533999,1.10168,0.63043,0.028001,-1.12272,0.584881,1
-3.33884,-1.20654,-1.41756,1.24293,0.432124,2.8541,1.67622,-0.563288,-1.54074,0.857911,1.39537,1.1523,0.752387,-0.378509,-0.480847,0.281175,-0.30467,-0.415006,0.244294,0.269687,0
-0.340321,-0.597611,0.335448,0.699848,0.623523,-0.345774,0.565947,-0.327676,-0.122709,0.180946,-0.549662,0.432856,1.1421,-0.197299,-1.33957,0.909465,0.990696,0.765343,0.119682,1.6322,1
0.602345,0.354105,0.570032,-1.52769,0.0131547,0.050688,-0.349498,-0.0530375,-0.383148,0.475353,0.0250912,-0.840363,0.294476,0.107292,-0.515243,0.165062,1.42489,0.320004,1.10391,0.35488,1
-0.0751095,1.35843,-0.718792,0.891647,0.297489,-0.0342637,0.217868,-0.148737,0.0941578,0.365498,0.189978,0.570608,0.438437,0.943795,-0.073511,-0.903846,-0.222659,-0.311144,0.011127,1.03108,1
1.17298,-1.4474,-0.586997,0.664498,1.06817,-0.195958,0.192482,1.29144,0.0302825,-0.911832,-0.567662,2.22941,0.37043,-0.643957,0.074107,0.378247,-0.0403143,-0.715234,-1.55099,1.37338,0
0.368762,0.62932,0.369691,-0.316249,0.950511,-0.45044,-1.63139,0.793585,0.469571,0.25285,-0.602345,0.0494089,0.0829453,0.335815,0.814627,1.1952,-0.0283728,0.096137,0.893834,-0.557239,1
-1.64744,-1.10741,1.50566,1.54501,1.23097,0.995481,-0.363463,-1.2891,-0.450787,-2.11434,0.757079,-0.413677,-0.900883,-0.910736,-1.7818,-1.15517,0.702584,-1.45773,1.88119,-0.591278,0
0.0165562,-0.0812185,-0.271242,0.110097,0.0522483,-0.202488,0.563402,0.987957,-0.630502,-1.59692,-0.195051,-0.0137249,0.531534,0.286285,0.667196,0.666662,-0.323371,0.350082,0.669175,0.620766,1
0.314911,-0.743078,-0.0896845,-0.504507,2.48965,-1.19821,0.868778,-0.0422215,0.766174,1.7813,-1.15383,0.859793,-0.322098,-1.89773,0.755181,1.00106,-2.14947,-1.78951,-0.74812,-0.256868,0
-0.877121,-0.68337,0.908389,-0.188194,-0.911234,-0.222576,1.06181,0.87695,-0.393763,0.623921,-0.907095,-0.691252,-0.0704006,-0.356594,0.143648,0.530761,0.0255218,-0.16634,0.81656,0.53799,1
0.375138,1.4961,0.439838,-0.852818,0.320437,-0.711328,-0.141321,-0.250319,-0.698882,-0.297823,-0.267993,-0.608726,-0.442472,0.818639,-0.617373,0.230772,1.38704,-0.300218,0.252354,0.521957,1
-0.0573067,1.18609,0.0582467,-0.0526762,-0.0586122,-1.0609,0.0428979,1.05374,-0.168317,-1.20871,-0.0100939,-0.188818,-0.405059,-0.0559292,0.638968,0.323737,0.989938,0.55627,0.371784,-0.370628,1
-0.215765,0.308595,0.60138,-0.0681061,1.47926,1.44854,0.804476,-0.451902,-0.708819,-0.0993089,0.108695,-0.228606,0.130307,0.0669461,0.0560987,-0.297024,0.482457,-0.782449,0.623246,0.17724,1
-0.599662,0.467056,-0.714913,-1.28612,-0.74132,0.419351,-0.603605,-1.5731,1.11462,-2.65244,-1.38959,-0.0140387,0.434183,-0.279638,-4.05066,-0.341577,0.42951,-0.946282,2.20513,-1.53044,0
-0.0461957,-1.08827,-2.07653,0.8212,-1.35112,-0.784712,-0.693852,1.32819,0.852884,-0.262474,0.725218,1.10543,-1.8533,0.974007,0.74976,-0.285388,1.45401,0.540801,0.541941,1.61674,0
0.282273,-1.37172,-0.833344,-0.584059,0.627147,-1.23205,1.63811,0.101486,0.193828,1.12059,-1.17164,0.267177,0.581648,-0.400043,-2.15823,0.881526,0.0554702,0.424724,-0.512139,-0.299178,0
-0.257368,0.0769889,-0.172827,-0.395043,0.132025,-0.4561,0.270192,-0.475052,-4.20054,-0.414849,-3.22611,-2.04248,0.477978,1.49724,-1.56402,-0.160688,-2.70617,-1.01859,1.04877,1.57449,0
0.940157,0.446837,0.105299,0.885576,1.46413,1.00102,-1.01394,0.3309,-0.0152633,-0.396255,0.349785,-0.173128,0.0988993,-0.210853,-0.268736,-0.0636161,1.56237,0.606175,0.625549,-0.335571,1
-0.504713,-0.188085,0.558084,-0.701807,-0.217021,0.340992,0.594188,-0.334317,0.754325,-0.469364,-0.0147978,0.388298,0.216708,-0.169177,-0.214461,0.0684885,-0.182096,0.0496695,0.0953741,-0.669663,1
-0.997637,-1.10316,0.990669,-1.42031,1.07968,-1.00934,2.27642,0.188647,-1.1765,-1.74498,-0.874669,-1.01138,0.0696816,-0.749985,-2.97515,0.749421,-0.362418,-0.338706,-1.56667,-2.2492,0
-0.401432,0.0912504,-0.136921,0.126665,-0.319363,0.276811,2.29318,-0.852474,0.631265,1.45593,1.39185,0.543497,0.735745,0.669985,-0.74879,-0.196032,-0.400138,0.649635,0.226127,-1.01724,0
0.370782,-1.17618,-1.7633,0.657795,-0.206341,0.167668,-0.33007,-0.271572,-1.80642,-1.54894,1.775,-2.25366,1.06471,-0.333222,-0.294969,0.74127,0.831666,-0.307093,-3.15022,-0.407594,0
1.26086,-0.458229,-0.197338,-0.460177,0.337155,0.0111351,-0.659715,-1.23692,1.07864,-0.263997,-1.65464,-0.616194,0.499188,0.307946,1.58069,-1.31161,-1.21513,0.621521,-1.97236,0.474748,0
0.527346,0.0590511,-2.51817,-0.955895,-1.17841,0.0628151,-0.969746,-0.384223,-0.856503,1.98185,-0.863443,-0.883854,-1.14357,2.15139,-0.281759,-1.54943,-0.927711,2.07779,1.07934,0.0178616,0
-0.0456906,-0.221298,-2.44944,-1.62716,2.52112,0.100191,0.585623,-1.06,-0.697216,-0.436046,1.58685,0.47233,-1.04184,-1.66629,0.306096,0.322928,1.36568,0.382615,1.58304,1.53097,0
1.35107,0.282354,-0.309734,-0.253897,-0.710553,0.099072,0.642601,0.155376,0.868128,-0.647697,0.871353,0.441328,0.364549,0.192292,0.920869,-0.652642,0.130594,0.181952,0.895114,0.762584,1
0.164661,0.116224,-0.00685041,0.99719,-0.382422,0.988764,0.257468,0.0196385,0.545604,0.683577,0.449319,-0.733864,-0.437342,0.430695,0.0861332,0.85788,-0.0264142,-0.290704,-0.147516,0.894223,1
0.293952,0.659808,-0.516911,-0.102001,0.901374,0.589193,0.285709,0.555822,0.301706,0.296322,-0.783978,-0.365165,0.485861,0.770629,-0.416042,0.255912,0.839438,0.0593068,0.106441,0.365059,1
-0.560205,-0.580117,-1.12342,0.713317,0.284649,-0.362255,0.172062,-3.95692,-0.806329,0.590666,-0.384398,-1.95355,-1.74307,-1.61721,-0.53942,-1.88626,-0.562706,-0.785702,-0.784199,-1.22644,0
-0.971754,-0.791757,-1.10094,-0.148038,0.600194,0.739133,-0.353718,-1.24716,-1.63029,1.63223,-0.626868,-3.08174,0.530095,-1.56673,0.133865,0.511658,-2.5618,-1.03044,0.173032,1.6189,0
-0.936337,-0.590448,0.175693,0.148229,-1.88266,-0.951506,0.209303,0.948678,0.616762,0.957231,-0.0750703,1.17584,-0.318219,0.3139,-1.21993,-1.889,0.473485,0.553078,0.690669,-0.0206311,0
-0.78514,0.0954971,-1.5132,1.79822,-0.142075,-1.90861,-0.46842,-2.40517,1.69042,-1.00055,0.956211,0.634557,-1.10972,-2.51717,0.493594,0.312474,-1.28937,-0.3713,2.92619,-0.735323,0
-1.23678,-0.7787,-1.19646,-0.126727,-2.98809,0.118537,-0.865347,-0.031026,2.96225,0.223213,0.13165,-0.273352,-3.10116,0.205846,-0.200504,-0.863773,-0.0380397,0.500288,-1.31808,-1.46,0
-1.19789,-0.561799,-1.12102,-1.04145,0.300477,1.27316,-1.73821,-0.105347,1.38413,1.19782,-1.27845,1.18356,-3.20163,-1.04248,-0.0201093,-0.401438,-0.182348,0.720103,-1.9121,-0.327937,0
0.851459,-0.347433,2.18323,-0.2391,-1.26753,1.54829,-0.0686387,-0.227106,-1.7942,0.309713,-0.785985,1.00137,-1.06355,1.09264,-1.38512,-1.12257,1.35052,-0.0836561,-1.32474,1.21355,0
-0.241711,-2.06863,-2.01741,0.110666,0.676729,0.247333,0.529637,-0.166131,-0.787197,-0.481232,1.11865,-0.951569,-0.906139,0.836627,-2.67499,0.23407,0.738219,-1.1219,1.94241,-4.09214,0
-0.275802,0.608847,0.813792,0.276917,-1.53743,-0.121081,-0.7409,-0.329763,0.681995,-0.256064,-0.369346,1.11245,0.267448,-0.0236269,-0.235835,-0.11041,0.30245,0.378993,-0.608604,0.304298,1
-0.904962,-2.42124,0.544658,0.60417,-0.860508,-0.385078,-0.106873,-0.976574,1.3758,-0.733373,-0.764034,-1.51601,-1.5916,-0.643577,-1.17843,-1.23837,-4.97265,0.430556,-0.910857,0.305189,0
-2.52906,0.126936,1.92722,0.261677,-0.422278,-0.704487,0.153752,-1.1817,1.21842,-0.0283567,0.806251,-1.22086,-1.43375,-1.88595,0.10894,-1.53232,-1.11581,-2.11841,-1.34002,-1.36679,0
0.152161,-1.65714,-1.96124,-0.264521,-1.18864,-1.07091,-2.13619,-0.185992,-1.52204,1.41595,-2.38744,0.611149,-2.01441,0.794761,0.589305,-0.446551,-1.13046,-0.75986,-2.09076,1.09648,0
0.275329,-0.508366,0.499823,-0.578811,1.17388,0.685152,1.33895,-0.609209,0.1734,0.637121,-0.0802132,-0.731856,0.372119,0.00512843,-0.665042,0.526779,-0.235169,-0.682087,-0.637966,-0.600948,1
-1.28236,-0.105431,-1.8239,-1.57922,-0.660844,-1.74169,1.08583,-1.56304,1.26712,-1.48383,0.859875,0.0618976,-0.636548,-2.03175,-0.921769,-0.0631805,-1.10247,-0.490999,1.1064,-0.164104,0
0.301654,-0.0290532,-1.30343,1.42094,1.63493,-0.79827,-0.368366,0.550129,-0.456774,0.801619,1.00526,-0.470284,-3.16741,-0.266907,0.920745,1.86139,-1.01288,-1.07918,-0.287544,-1.69567,0
-0.170184,-0.202219,-0.226407,0.64382,1.62985,-0.455167,0.487865,-0.7884,0.520918,0.109296,0.0644157,-0.207457,-0.115385,-0.029074,0.188201,-0.147683,0.747823,-0.0889964,0.148788,1.01212,1
-3.07381,-0.614091,-0.313429,1.13391,-1.15565,0.238254,-0.876581,1.02837,-3.27092,-0.410153,0.281861,1.8122,-1.79919,1.39881,-0.42408,2.17787,-0.386743,-0.63034,-0.106896,-0.566973,0
-0.381672,0.6458,-0.116783,1.03241,-0.60694,-0.125434,-0.0138325,0.429003,-0.650004,0.571056,0.0183176,0.342799,0.118607,0.0810704,1.30353,0.194682,0.000122446,-0.233003,-0.113484,0.161334,1
0.534227,1.82659,0.29049,1.34139,1.16162,0.056907,0.69598,-0.207561,0.713593,0.219785,2.7568,1.0999,1.10494,1.06591,-0.0257797,1.37678,-0.0206646,0.0413213,-1.67637,0.0858124,0
-0.189692,-0.342172,-0.792697,-0.170171,-0.297433,0.538756,0.389363,-0.332609,0.222464,0.541799,0.626813,0.000960288,-1.05329,-0.473135,-0.795462,0.858254,0.604209,1.07453,0.783232,0.648315,1
0.635236,0.00999161,-0.410551,-1.03014,1.27286,-0.638254,-0.167017,0.0042684,0.37885,0.747992,0.211052,0.551592,1.03906,-0.513988,-0.246989,-0.472375,-0.344348,-0.22048,0.0762474,0.455724,1
-1.31007,0.811804,-0.781303,-3.34646,-3.75134,0.00591112,0.228172,1.54716,2.48001,0.505308,-1.46278,-2.703,-0.104686,1.31299,-0.456981,1.35848,-0.757371,0.762826,0.306663,-1.0593,0
-1.00698,-2.09703,0.528153,-0.495464,0.810346,0.336576,-2.47229,0.75089,0.470435,-0.509727,-1.37635,-0.821913,-1.75589,-2.86572,0.552105,-0.225464,-0.693684,1.2744,-1.28041,0.342091,0
0.50443,-0.872002,0.123221,-0.346856,-0.0905863,0.407411,-0.524344,0.0137561,0.13921,-0.181494,0.550359,1.0967,-0.586934,0.0461713,0.599587,-0.122544,1.39317,0.111483,-1.13801,0.118579,1
0.31327,-0.09548,1.27766,0.141462,0.816194,1.11613,0.514244,0.80535,-0.372162,0.873142,0.354865,-0.276741,0.636705,0.0808171,0.801417,-0.236354,1.4827,-0.0271216,0.743827,-0.944138,1
-0.626366,0.302574,-0.307517,0.323965,1.66901,-0.0146116,0.169207,-0.692195,0.262887,0.0105464,0.513418,-0.226849,0.433495,-0.387249,-0.654324,-0.262986,0.682745,0.293854,0.757005,1.26375,1
1.38965,-0.245637,0.147055,-0.961207,1.54906,0.228117,0.210606,0.821352,0.949901,0.115832,-0.793323,-0.612994,-0.823428,-0.0756273,-0.681617,0.433378,0.244259,0.50747,0.319137,-0.25006,1
0.952278,-0.972149,0.484427,0.51627,0.743728,0.378555,0.0181327,0.587574,1.10086,0.446033,-0.00532729,0.0735077,-0.503973,0.287488,-0.815402,0.171845,0.986337,0.451979,-0.649608,0.472457,1
0.0139047,-0.0829932,0.827957,0.0753162,-0.501419,0.891126,0.725338,-0.0520888,-0.614703,2.46182,1.88269,-2.07047,-2.61284,-0.576186,0.842356,-2.21456,1.04548,1.86632,-0.915847,1.34856,0
-0.457934,0.11933,-0.0637565,0.696876,0.999267,-0.161629,-0.482758,0.107495,0.744512,0.156132,0.398141,0.0632155,1.06402,0.539256,-0.200379,0.220816,0.583865,-0.380324,-0.188456,1.00754,1
-0.0984678,-1.46179,1.21885,0.174725,-1.20161,1.18883,1.08782,0.178337,1.08018,-3.91131,-1.75022,-0.161706,-0.0847904,-1.74597,0.819986,0.287709,-0.172492,-0.306172,-1.11409,1.53727,0
1.37298,-0.671897,-0.55374,-0.0258635,0.717157,-1.13186,0.773193,-0.910982,-0.141718,0.677992,1.10987,0.23561,-0.372838,-0.63376,0.0664425,0.981211,0.183731,-0.586512,0.366922,-0.949292,1
0.742053,0.499192,-1.6716,-2.86661,1.47564,-1.12253,-0.433414,-1.64755,0.292634,0.48062,-1.23405,0.0920838,-1.62369,0.585683,-1.05188,-0.753945,0.32368,-0.621378,0.278837,-0.163213,0
-0.47864,1.73861,0.136092,-2.70896,0.457169,-1.30431,0.630746,-0.831601,0.790614,-2.1144,-2.63499,0.0066712,0.504881,0.931824,-0.944887,-0.918967,0.283811,0.694506,-0.555382,-3.4335,0
0.309735,1.53515,0.977428,-0.117115,0.307787,0.440372,0.431445,0.590168,0.132483,-0.000369332,1.02244,0.914894,0.189493,0.381988,-0.758074,0.990918,-0.169586,0.728758,-0.327972,0.970254,1
1.20493,-2.01476,0.248673,-0.0841684,-0.433593,-0.60859,0.605733,0.105281,0.764076,0.649814,0.702326,0.121642,0.668362,0.180004,0.00880363,-0.364414,0.0943274,0.230752,0.0275671,-1.63542,1
-0.473401,0.540962,1.69651,-0.870588,0.231062,0.676072,1.82897,1.7225,-0.796022,-3.00537,0.0816006,0.831427,-1.22309,1.70473,-0.192278,-0.412265,0.0804273,-0.343187,-0.532033,-1.6832,0
-1.00174,0.219477,-0.734743,-0.170614,0.259349,-0.251432,-0.577661,-0.187763,1.50744,0.214772,-0.0547495,0.286443,0.524839,0.523865,-0.840887,0.401892,-0.253681,-0.406289,-1.04314,-1.00891,1
0.700008,0.50851,-0.660901,0.129763,-0.420879,0.10498,0.303523,-0.0214117,0.829371,-0.513789,0.735316,0.129864,1.62748,-0.718189,0.867717,1.44124,0.955756,0.364937,0.300139,0.18742,1
-0.380914,-0.188782,-0.555341,0.000949072,0.532178,-0.515118,-0.728424,0.5624,-0.233673,0.447746,1.37241,-0.787898,0.619875,-0.130161,0.914638,-1.22555,-0.469197,0.332587,0.434793,0.154208,1
-1.07863,-1.13334,-1.4162,-1.83704,-0.605541,0.951637,-0.399214,1.38644,-0.356363,-2.53155,-1.02193,-1.6665,0.243799,1.59668,0.601955,-0.303682,-1.18107,-0.319861,0.585632,-0.627925,0
-1.95981,0.942756,-1.59844,0.0775927,-0.585454,0.454862,-1.46431,1.02173,-0.360992,0.806251,-0.105301,-2.15532,1.89794,-0.263361,0.00475333,0.120011,0.747128,2.10646,-0.967022,-2.08467,0
-0.158758,0.193996,-0.0803849,0.682711,0.0259952,-0.187687,0.167965,-0.430902,-0.608593,0.848772,0.67912,-0.443863,0.517957,0.929037,-0.749662,-0.231438,0.683314,0.0135759,-0.663809,-0.19019,1
-0.698588,-0.879925,0.125623,0.384357,0.273842,-0.264989,1.00154,0.653989,-0.184918,-0.241975,-0.113454,0.268306,0.180171,0.748017,1.0005,-0.816544,0.282485,0.0933134,-0.22946,-0.964116,1
0.433029,-1.14715,-0.414677,0.0264337,0.711818,0.800639,0.62274,-0.14121,1.08277,-0.0644674,0.17248,-1.5391,0.478917,-0.194006,-0.67738,0.176761,-0.251659,-0.642433,0.451105,0.759912,1
1.5536,1.53679,-0.92055,-1.77747,0.933284,-0.294965,0.0600288,0.193897,0.661074,1.67976,0.82538,-2.11691,-0.112194,-1.0972,-0.841199,-0.446116,1.52155,-1.56503,1.87256,0.0635438,0
-1.78033,-1.28039,-1.15834,-0.464098,1.32702,-3.46368,-0.306174,-0.563225,1.10481,-0.85059,1.53159,-1.16695,-0.0869802,-0.72598,-1.83782,0.0129212,0.706755,0.267582,-0.667967,-1.27002,0
0.100962,0.671534,0.768156,-0.114333,-0.413569,1.87466,0.246978,-0.398454,-0.218923,-0.424813,0.380643,-0.132148,-0.769685,0.0293235,0.204153,0.435992,0.463502,0.138615,-0.510795,0.333884,1
0.305063,-0.283351,-1.70597,0.788127,-0.269336,-0.676439,-0.047039,-1.93838,-1.45131,-0.169626,-0.400078,-1.12773,-0.636423,-0.0284406,-0.210847,-1.29219,-2.51258,-0.608242,-1.24055,-0.718399,0
-0.564056,0.349795,1.51483,0.709839,-0.396343,-1.42117,-0.233616,1.43356,0.458833,-0.0343223,0.328398,1.27085,-0.401305,0.337525,-0.468509,-0.0733855,0.366328,-0.477801,0.465882,0.58539,1
-0.428199,0.536716,1.00687,-1.23015,0.192413,-0.24882,-1.70004,0.306231,-0.741466,-0.656074,-0.647314,-0.579607,-1.13212,0.925237,-0.163552,-0.468144,-0.527956,-1.46485,0.838181,0.111008,1
-0.498779,0.726805,-0.29563,-0.84934,0.0577151,0.420657,0.406804,0.435012,0.507711,-0.652584,0.385347,0.35943,-0.182329,0.191215,0.0247556,0.394114,0.60124,0.136589,0.922876,0.590989,1
-0.108379,-1.65049,-1.12711,-0.795082,-1.43452,-2.04755,-2.06035,-1.444,2.1415,-0.245275,-2.03227,-2.4949,1.18252,0.667832,-0.131088,-1.01903,0.760207,0.0228448,-0.774411,0.0109902,0
-1.66739,-2.02927,1.2061,-0.0808168,-1.29937,1.19362,-0.413428,-1.36235,0.105328,-0.497479,-1.05662,0.654954,-0.623972,-0.589614,-2.41864,-0.54773,1.75862,-1.00656,0.512707,1.24492,0
-0.203075,-0.57194,0.172675,0.614983,-0.2858,-0.186567,-0.380408,0.668789,0.728405,-0.633544,-0.330272,1.06401,0.822334,0.757962,0.728636,0.41272,1.06405,1.85098,0.809139,-0.0283297,1
1.74387,-0.324614,0.335572,1.48652,-1.83988,0.441056,1.04933,0.280804,-0.925069,-1.14696,1.19485,-2.16009,0.0556671,-2.94762,-0.774836,-2.21674,0.296132,0.32915,-0.377292,0.165152,0
-1.30792,-0.258821,1.94927,0.950078,-1.19589,0.427871,0.398735,0.619896,4.4876,-1.02207,-1.38125,-0.542455,0.703211,0.4122,1.34179,-3.06438,-1.17147,-1.42704,-1.34879,-0.818353,0
-0.940757,0.00726608,0.910545,-0.120846,-2.59874,-0.785334,0.514679,1.30744,-0.0804962,0.0865756,0.665636,2.36791,0.622753,-0.611338,1.25686,1.00554,0.105637,1.27906,-1.04436,0.463232,0
0.361754,-0.607309,0.378313,0.0288367,-1.21413,0.125627,0.719256,-0.0292549,1.05599,-0.547805,-0.371227,1.27198,0.14332,-0.25595,0.24827,0.428898,-0.413659,0.0511427,-0.211357,-0.620863,1
-0.069554,-1.24451,0.351707,1.19133,0.409112,-1.14902,0.135628,0.229317,3.14869,-0.00220977,-0.0930078,-1.0373,0.0171899,-0.334932,-0.102549,-0.301877,-0.263222,0.543072,-2.52786,0.942259,0
0.492877,0.247049,-3.21755,-0.577925,0.011947,-2.78263,-3.09,0.553798,0.675577,2.37456,1.15954,-2.36982,-0.89788,1.75933,-0.250291,-2.52003,-1.42022,-1.6746,0.98064,-2.0979,0
-1.11096,0.170544,-0.0940572,0.0162525,1.32352,-0.0940907,0.601698,0.678846,-0.641426,0.873205,-0.261031,0.140846,-0.56854,-0.374075,0.0557871,-0.0173204,-0.52227,-1.06887,0.0248804,-0.367193,1
-0.558943,0.550597,-0.157615,-0.0221325,0.600004,0.68397,0.75991,-1.27999,0.815794,1.56007,0.136479,-0.10535,-1.23792,-1.2577,0.404051,0.261138,-0.510834,0.282866,0.595035,0.242583,1
-0.765569,1.00652,0.905556,0.729949,-0.0796528,0.681172,0.85593,0.686753,-0.36272,-0.174767,-0.614074,0.686771,-0.206604,0.148462,-0.302447,-0.550281,1.07252,-0.0331986,0.977378,-0.407785,1
-0.522264,0.415525,0.245717,0.561548,0.0495149,-0.0300348,-0.0340667,0.861896,-0.170847,-0.653535,0.876496,0.414844,-0.107251,0.840364,-0.0393638,0.534308,-0.21375,0.126829,0.497675,-0.570282,1
-0.143038,0.255479,0.282607,1.20594,0.83965,-1.10729,-0.159196,-0.955131,0.325775,0.710929,-0.184765,0.89795,-0.106813,0.213066,0.589742,1.21922,0.394191,1.39176,0.542645,-0.140817,1
0.660047,-0.266174,-0.187731,0.102002,-0.263806,-0.179602,-0.478351,0.811232,-1.3551,-0.0119197,0.428748,0.251299,0.198252,1.54386,-1.15856,0.538353,0.549178,0.220071,0.581986,0.435619,1
-0.497011,-0.599132,0.0219106,-0.359251,0.108759,1.12875,1.16764,0.176945,-0.411845,-0.667815,0.419967,-0.460054,0.103216,0.7826,0.0830799,-0.976276,-0.649709,-0.330112,-0.605725,0.690689,1
1.69924,-0.758607,0.109918,0.311508,-1.69965,1.57764,0.466452,0.880619,-2.62236,2.8249,-0.93883,-0.778045,0.498812,-0.929801,0.432403,-0.504359,0.563836,0.693401,-2.18461,-0.0703853,0
-1.54233,-1.22055,-0.797562,0.467008,-0.521951,-1.29579,-0.271788,-0.840456,1.21028,-1.25638,1.38263,-0.042656,-0.359387,1.55279,0.759418,-0.32739,-1.05888,-2.37824,-0.321192,-2.46648,0
-0.49739,-0.0747533,0.196262,-1.17103,-0.0364274,0.976015,1.50386,1.13875,0.214873,0.985028,0.255958,0.461849,0.0775647,0.160749,0.0750417,0.204762,-0.00385805,-0.472891,0.270649,1.02809,1
2.94247,1.08632,-0.617606,1.26392,0.401039,0.486703,1.42876,-0.0421583,2.40082,0.973478,0.556819,-1.64523,-0.468124,-0.937148,-1.23476,0.0921964,0.326396,-0.756361,-0.149243,-0.294343,0
-0.581165,0.57557,0.899767,0.772761,0.311029,0.883663,-0.715887,0.966704,-0.0537118,0.544465,-0.200507,-0.100455,-0.900946,0.606648,1.04057,0.656083,-0.529409,-0.323728,0.0988924,0.282411,1
-1.16853,-0.0930714,0.400299,-0.25415,0.114353,0.123761,0.65067,-0.292255,0.0743472,0.48208,-1.49188,-0.291175,0.25894,1.29481,-0.568894,0.449619,0.565289,0.660868,-0.486743,0.973435,1
0.837002,1.05045,0.154815,-0.714202,-0.16693,-0.611388,0.0734976,0.950196,-0.539842,0.716133,0.311025,-0.184989,0.684567,0.145422,0.753187,1.03286,0.388378,-0.193901,0.652735,-0.433553,1
-0.343036,-0.216607,-0.0898693,0.496413,-0.678579,-0.200125,-0.00501877,0.651142,-0.459489,0.544528,-1.00839,-0.909271,0.0251356,-1.13609,0.492347,-0.777031,1.13418,-0.071011,0.237833,-1.05554,1
0.191744,-1.68142,-1.29395,1.74522,0.548959,-0.381098,0.886344,1.03141,-0.811081,1.49851,-1.59324,-0.415685,-0.812104,1.96733,-1.73607,0.0147257,0.00770434,-0.173829,-3.6724,0.471058,0
0.1711,0.18132,0.360761,-0.166946,0.790068,0.234149,0.254116,-0.179604,0.504996,-0.129771,1.75631,-0.128884,-0.368834,0.359187,0.140843,0.0538655,-0.480064,-0.412121,0.200027,-0.65312,1
0.71415,1.59517,1.18362,-0.671074,-0.568418,-0.0286044,-1.22907,1.52895,-0.124191,-0.284368,-1.5245,0.756118,-0.654942,0.436332,0.211755,-0.551712,0.688811,-1.02086,0.309734,1.93384,0
0.220847,0.327991,-0.533663,0.412814,-0.441157,0.198638,-0.37178,1.3027,0.17735,-0.602955,-0.0763247,-0.940461,0.138628,0.11502,0.139535,-0.321976,-0.087322,-0.165665,0.265467,0.217133,1
1.07923,-0.239996,0.678363,-0.865592,-0.572677,1.02496,-0.0873213,-1.49568,-0.940312,-0.0809045,-0.40058,-0.612304,-0.523994,-1.35619,0.621022,-2.45699,-0.864655,1.6478,-0.760722,-1.40242,0
-0.122963,-0.321001,-0.125097,0.324851,-1.27229,2.16329,0.556016,-1.92288,-2.73153,-2.97985,0.462804,-0.505428,0.863251,-0.834984,-1.3936,-0.873356,2.91479,0.30478,0.645059,0.657286,0
0.983149,-1.00948,0.626014,0.444496,-0.795797,-0.035321,-0.285133,0.303638,0.249557,0.226957,1.39116,-0.527644,-1.10966,-0.408657,0.444678,-0.116881,-0.137047,-0.657103,0.351442,0.381156,1
0.528672,0.820804,0.625645,-0.804505,-1.97394,-0.31555,-0.260864,-0.339694,0.665826,-1.9176,-0.898314,0.664869,0.700208,0.896165,-0.590454,-2.28432,1.00877,0.0308247,3.13722,0.4388,0
0.17533,0.348464,-0.16248,0.536569,-1.23784,0.0121301,1.11289,-0.043107,0.0253453,0.297401,0.660995,-0.117525,1.1518,-0.590247,-0.399903,-0.678092,-0.130349,1.18944,-0.623701,0.156499,1
1.41326,0.432829,0.136215,-0.417113,0.190506,0.986339,0.369315,0.265687,-0.759116,0.198398,0.69756,-0.576532,-0.103122,0.657318,0.543444,0.122562,-0.287547,-0.231775,-0.211101,1.29009,1
-0.138051,-0.0753237,0.102096,-0.0908715,0.10628,-0.815372,0.00106392,-0.485931,-0.211518,-0.0947395,0.590185,-0.259545,1.22431,-0.354187,-0.561604,0.0659995,0.0231208,-0.560669,-0.39015,0.892887,1
-0.188366,-0.292288,-0.243343,-0.530181,-0.889558,0.588322,-0.454827,-0.376949,0.58288,0.135379,-0.223588,0.52285,-0.327666,0.379835,0.778236,-0.0799814,-0.698485,0.149357,0.727643,0.183221,1
