feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,label
-0.254879,-0.741088,-0.532571,1.68287,-0.894213,0.222932,1.16637,1.24475,1.3813,1.6574,-0.603748,-0.332807,-0.382881,-0.344026,-0.804328,-0.508035,-0.501904,-0.449984,-0.473612,-0.391871,0.0350189,-0.465127,-0.220718,-0.281194,2
0.00421339,-0.58224,-0.0804427,-0.310456,0.0996457,1.64273,1.16637,1.23755,1.3813,-1.32308,-1.05815,-0.78506,-0.563385,-0.541886,1.62887,-0.550818,-0.430785,-0.357801,-0.393236,-0.386615,0.190522,-0.38814,-0.311314,-0.344646,0
-0.475357,-0.851715,-0.554215,0.314273,1.52435,1.64273,1.16637,-0.513152,-0.390298,-0.182274,-0.564676,-0.259166,-0.264913,-0.267292,-0.184077,0.650746,-0.510396,-0.473592,-0.4972,-0.494368,-0.552063,-0.762261,-0.394166,-0.449819,1
1.17138,0.0659202,-0.359415,-0.79695,-0.911387,-1.20544,-1.42472,-1.07363,-1.19725,-0.836787,-0.569741,-0.849896,-0.795056,-0.747991,1.62887,3.45713,0.0362695,0.145838,-0.228117,1.12018,1.53709,1.07144,1.49054,0.746203,0
-0.210036,-0.716977,-0.0123028,-0.242484,0.129514,1.64273,1.16637,-1.35072,-0.337239,-1.40719,-1.13847,-0.868307,-0.642978,-0.612913,-0.858542,-0.585409,-0.47006,-0.399396,-0.426435,-0.421657,0.30884,-0.320697,-0.226912,-0.255118,2
-0.866488,1.80049,0.908788,-0.0744644,-0.498461,-0.159892,-0.500189,-0.991761,-1.25915,-1.09905,-0.846146,-0.549728,-0.383591,-0.360515,-0.325149,-0.413366,-0.269439,-0.171184,3.44381,-0.254333,-0.287257,-0.650915,-0.638853,-0.730572,0
-0.881436,-1.09212,-0.348192,-0.0217672,-0.0340137,1.64273,1.16637,-0.852317,1.3813,-0.989711,-0.738333,-0.430462,-0.402068,-0.380174,-0.221385,-0.400623,-0.251393,-0.166688,-0.237728,0.055786,-0.306413,-0.663004,-0.643499,-0.73231,0
-1.09319,-1.19423,-0.81475,-1.01843,-1.11001,-1.09629,-0.851751,0.0293313,0.0481802,0.249735,1.77319,1.36414,2.04256,-0.701062,-0.846883,-0.418828,-0.254578,4.59764,-0.0568831,3.43731,-0.522766,-0.785166,-0.778232,-0.87399,2
-0.0829813,-0.645354,-0.834791,-1.01767,-0.234876,0.30246,-0.061621,0.663578,1.3813,1.6574,1.77319,-0.98197,-0.917998,-0.847555,-0.674332,-0.12663,-0.465814,-0.519684,-0.53564,-0.542551,0.528574,-0.617194,-0.0883081,-0.140383,2
-0.035647,-0.595004,-0.799518,-0.129453,0.215384,0.274391,1.16637,-1.47217,1.3813,-1.51118,-1.2376,-0.989975,-0.753839,-0.71438,-0.656261,-0.650948,-0.551794,-0.484834,-0.485843,-0.494368,0.48012,-0.223349,-0.110764,-0.137776,2
0.943425,-0.0780365,-0.215921,-0.43418,-0.942748,-0.950489,-1.18351,-1.04214,1.3813,-1.05317,-0.538627,-0.64258,-0.614552,-0.621157,-0.544336,3.45713,4.25674,1.61966,-0.195793,1.08338,1.4661,0.367736,0.661238,1.55456,0
-0.106648,-1.2382,-0.904534,-1.09099,-1.16676,-1.15165,-0.529898,0.614098,0.0850271,0.33002,1.77319,2.33909,2.04256,-0.848189,-0.79675,-0.318698,1.58498,4.59764,-0.494579,-0.535542,-0.628688,-0.835431,-0.825466,-0.921796,2
0.614576,0.128325,-0.0427653,1.68287,1.52435,0.3009,-0.0623283,0.331611,-0.164058,0.215327,-0.398977,1.50182,2.04256,-0.777796,1.13162,-0.630922,-0.114462,-0.193668,-0.122406,-0.280614,-0.2681,-0.628646,2.66751,-0.142991,0
-0.475357,1.89552,0.577708,1.09175,1.52435,1.64273,-1.0484,0.0725141,-0.379244,1.6574,-0.551651,-0.243958,-0.242172,-0.245096,-0.218471,2.35205,-0.524195,-0.471344,-0.488464,-0.468963,0.0293847,-0.474035,-0.396489,-0.446343,1
1.20003,0.127616,-0.276846,-1.06349,-0.868078,-1.20155,-1.42047,-1.06373,-1.20462,-0.872724,-0.613879,-0.917134,-0.856172,-0.802529,1.62887,-0.203093,-0.0252967,0.0817591,-0.249085,1.12368,3.69611,1.10707,2.66751,0.778364,0
-0.342074,-0.18299,2.01265,1.68287,1.00017,1.0915,1.16637,-0.640002,-0.451464,-0.263324,-0.0386372,-0.369628,-0.372221,-0.373198,-0.459809,0.412254,-0.311898,-0.463475,-0.498074,-0.514517,-0.573473,-0.792801,-0.286535,-0.342907,1
-0.134052,-0.675138,-0.7418,-0.654897,-0.75906,-0.870961,-0.0778904,2.21276,0.591304,1.6574,1.77319,-0.404847,-0.392119,-0.414419,-0.634692,-0.335083,-0.4276,-0.492704,-0.519915,-0.530286,-0.59263,-0.223349,-0.363968,-0.17689,1
0.850002,-0.134768,-0.290474,-0.43418,-0.54177,-1.00974,-1.27051,-0.923389,-1.19577,-1.01341,-0.542968,-0.0190318,-0.566228,-0.548862,-0.533843,3.45713,1.7718,4.59764,1.01857,0.987895,1.32637,0.272297,0.522634,1.36594,3
0.922249,0.134707,-0.0267324,1.68287,1.52435,0.272832,-0.0807199,0.303722,-0.182482,0.0448173,-0.415619,2.1838,2.04256,-0.771455,1.62887,-0.611807,-0.0741251,-0.144204,-0.208024,-0.241192,-0.216266,-0.594288,0.142441,2.97397,0
1.19131,0.0637928,-0.617545,-1.1559,-1.26383,-1.26938,-1.46433,-0.873908,-1.13608,-1.46072,-1.24628,-1.00038,2.04256,1.7817,-0.722133,-0.204003,0.888643,-0.0542683,2.92836,2.92395,2.97719,0.535073,0.810683,0.888753,2
-0.481586,1.89552,2.01265,1.09251,1.52435,1.64273,-1.01232,0.486349,-0.986482,1.6574,-0.587106,-0.279978,-0.241462,-0.274268,-0.853295,-0.670975,-0.587885,-0.543292,-0.54263,-0.535542,0.0361458,-0.47149,-0.380229,-0.440258,2
0.539838,0.116979,-0.0523851,1.68287,1.52435,0.299341,-0.0609136,0.343306,-0.158163,0.224502,-0.391741,1.50742,2.04256,-0.770186,1.62887,-0.266812,-0.115523,-0.195917,-0.218507,-0.286746,-0.280496,-0.633736,2.66751,2.97397,0
-0.329618,-0.774418,-0.567843,1.68287,-0.90392,0.215135,1.16637,1.26544,1.3813,1.6574,1.77319,-0.290383,-0.346638,-0.545691,-0.699398,-0.576306,-0.493412,-0.440991,-0.461381,-0.44093,-0.0190693,-0.318151,-0.256337,-0.328131,0
1.08916,-0.00499444,-0.12774,-0.412032,-0.675429,-0.924759,-1.4042,-1.06823,-1.29894,-0.967537,-0.820821,-0.187126,-0.702672,-0.686476,-0.634109,-0.0574486,0.0925283,1.63652,1.12865,1.10704,1.50329,1.53018,0.652721,2.97397,3
-0.515218,-0.0915103,-0.210309,1.06273,1.52435,1.64273,-1.0583,0.565517,1.3813,1.6574,1.77319,-0.204736,-0.208061,-0.213388,1.62887,-0.591781,-0.491289,-0.440991,-0.464001,-0.450566,-0.00667408,-0.496304,-0.423591,-0.475895,0
1.17636,-0.366659,-0.723362,-1.16354,-1.26756,-1.26626,-1.45938,-1.10961,-1.13461,-1.52571,-1.2499,-0.989174,2.04256,1.7817,-0.718635,-0.197631,-0.107031,0.00418976,2.92661,2.27392,1.82331,0.5338,0.809909,0.893099,2
0.493749,0.17442,0.222579,-0.666353,1.52435,1.64273,-1.22595,-0.884704,-1.16998,-0.967537,-0.711561,-0.526515,2.04256,-0.791748,-0.743702,-0.237683,0.245382,0.0873801,-0.301504,-0.337557,-0.372896,-0.688455,-0.645822,-0.720141,0
0.263306,-0.277307,2.01265,0.0759899,1.52435,0.278289,-0.167726,0.48455,0.258945,0.503588,1.77319,-0.303991,-0.45892,-0.738478,-0.594469,-0.0893083,-0.225918,-0.302715,-0.374016,-0.400632,-0.433745,0.155862,0.101402,0.0803942,0
0.965846,-0.061017,-0.105294,1.68287,0.771676,0.258797,-0.0885009,0.360399,0.737955,0.302493,1.04238,-0.584148,2.04256,-0.648426,-0.692403,-0.185798,-0.171782,-0.159942,-0.2718,-0.300763,-0.309793,2.05001,2.66751,0.176007,0
-0.216265,-0.733288,-0.948624,-1.12077,0.909069,1.64273,1.16637,0.294725,-0.50305,-0.861255,1.77319,-0.980369,-0.92013,-0.867848,-0.800247,-0.315057,-0.115523,-0.389278,-0.437792,-0.465459,-0.512624,-0.680183,2.66751,2.97397,2
0.94467,0.104214,0.0173581,1.68287,0.224345,0.268933,-0.082842,0.291127,-0.189851,0.0379357,0.992456,2.14938,-0.802163,-0.791748,-0.403846,-0.630012,-0.0932318,-0.163315,-0.215886,-0.246448,-0.236549,-0.592379,0.174962,2.97397,0
-0.594939,-0.0383243,2.01265,-0.0217672,-0.151992,-0.106873,-0.614075,-0.648998,-1.15377,-1.27644,-1.01691,-0.747439,-0.602471,-0.513349,1.62887,-0.482547,-0.354358,-0.266741,-0.294514,3.43731,-0.0720307,-0.516028,-0.450692,-0.52544,0
-0.704555,-0.146115,-0.24959,1.68287,1.52435,-0.680719,0.5453,0.330711,-0.480205,0.310904,0.261646,2.33909,2.04256,-0.580571,-0.810157,-0.0692822,-0.0475879,-0.0463989,-0.23598,-0.269226,-0.26472,-0.557385,2.66751,0.294218,2
-0.435497,1.89552,-0.638388,-0.832845,-0.996511,0.192524,1.16637,1.28163,1.3813,1.6574,-0.49883,-0.218343,-0.267756,-0.702331,-0.83056,-0.574485,-0.466875,-0.402768,-0.42294,-0.426037,-0.0742843,-0.291429,-0.347707,-0.411574,2
-0.92005,1.89552,-0.886096,-1.07036,-1.12121,-1.12202,1.16637,1.44177,1.3813,1.6574,-0.233279,0.100235,-0.468869,-0.459445,-0.789754,-0.487099,-0.356481,-0.27461,-0.318103,-0.171109,-0.299652,-0.665549,-0.652791,-0.745348,2
-0.0431209,-0.144696,0.230596,1.68287,1.52435,1.20533,-1.0774,-0.653496,-0.957741,-0.735857,-0.495936,-0.565737,-0.549172,-0.537447,-0.497117,-0.0210376,0.579751,-0.463475,-0.505936,-0.52941,-0.603898,1.68352,-0.538191,-0.149944,1
1.25733,0.450278,2.01265,1.68287,1.52435,-0.920861,-1.1828,-0.818131,-1.06828,-0.096637,1.77319,2.33909,0.454262,-0.743551,-0.685991,-0.139373,0.0925283,-0.31733,-0.391489,-0.413772,-0.451775,2.05001,2.66751,0.155146,0
-0.000769164,-0.746762,-0.589487,-0.81528,-0.923334,-0.906047,-0.971296,-0.690382,-0.306287,-0.248031,-0.0408079,0.369185,0.510403,1.7817,1.62887,-0.579037,-0.467937,-0.396023,-0.421193,-0.416401,0.235596,-0.362053,-0.278792,-0.308139,0
-1.22772,-1.30911,-0.807535,-1.05967,-1.16527,-1.15788,-1.36318,-0.982765,-0.343871,0.339195,0.531539,2.33909,2.04256,1.7817,1.62887,-0.315057,-0.161167,-0.0587651,-0.0132009,0.0251245,-0.64221,-0.860245,-0.879668,-1.00176,0
-0.308442,-0.787183,-1.01195,1.48048,0.879948,1.64273,-0.332543,0.291127,-0.374823,0.706976,1.77319,-0.925138,-0.869674,-0.824091,-0.760607,-0.256799,-0.0454649,-0.388154,-0.448276,-0.474219,-0.529527,2.05001,2.66751,-0.428089,2
-0.74317,-1.00915,-0.498901,-0.859576,-0.992777,-0.976998,-1.19836,-0.773148,-0.109525,-0.161629,0.221849,0.630932,2.04256,1.7817,-0.843968,-0.512587,-0.42017,-0.347683,-0.295388,3.43731,-0.1757,-0.587289,-0.555226,-0.633221,2
0.462608,-0.606351,-0.344184,-0.807642,-0.918854,-0.89903,1.16637,-0.690382,-0.19722,0.0249372,0.0836468,0.498858,2.04256,1.7817,1.62887,-0.580857,-0.465814,-0.391526,-0.417698,-0.416401,0.0654435,-0.460674,-0.396489,-0.434174,0
-0.0966833,-0.654573,-0.852427,-1.0253,1.52435,-0.877198,-0.0955746,0.620396,0.554457,1.6574,1.77319,-0.42646,-0.429073,-0.473396,-0.646934,-0.348737,-0.499781,-0.476965,-0.505063,-0.516269,-0.446141,-0.209351,-0.324477,-0.15516,1
-1.23644,1.89552,0.967308,0.660241,-0.00414572,0.0264523,-0.287979,0.407181,-1.04912,-0.160865,-0.651504,-0.348816,-0.341663,-0.584376,-0.812489,-0.559011,-0.531626,-0.482586,-0.495453,-0.49612,-0.624181,-0.82525,-0.830111,-0.96091,2
-0.2063,1.7239,1.32324,1.68287,1.52435,-0.0296848,-0.657932,-0.765052,1.3813,-1.41331,-1.25569,-1.01879,-0.9315,-0.858336,-0.672583,-0.576306,-0.465814,-0.419631,-0.438666,-0.428665,4.48941,2.05001,2.66751,-0.242949,2
0.4078,1.89552,2.01265,0.34864,1.52435,-0.518545,-1.04557,-0.483464,-0.0468849,1.6574,-0.600854,-0.300789,-0.300445,-0.44042,-0.100716,1.69301,-0.522072,-0.478089,-0.498947,-0.473343,-0.552063,-0.762261,-0.360096,-0.402013,1
0.274517,-0.280143,-0.436373,-0.628167,-0.716498,-0.608988,-0.0920378,0.462059,-0.0395155,0.477591,1.77319,-0.327204,2.04256,-0.764479,-0.583393,-0.0774747,-0.288545,-0.268989,-0.35567,-0.377855,-0.410082,2.05001,0.33215,0.0873478,0
0.87616,-0.141151,-0.304102,-0.5243,-0.6142,-0.552851,-1.28112,-0.774048,-1.20019,-1.02794,-0.754975,-0.225547,-0.0517189,-0.474665,-0.523933,0.0918366,0.352593,0.49209,3.44381,-0.263969,0.716756,0.270389,0.511794,0.523688,0
0.177357,-0.477995,-0.460422,-0.838955,-0.811329,-0.787535,1.16637,-0.49426,-0.564953,-0.549291,-0.32662,0.0201902,0.00229033,0.294579,-0.182911,3.45713,4.25674,4.59764,-0.503315,-0.373475,0.673936,-0.114548,0.023969,0.0117272,1
-0.776802,0.314831,0.331603,1.68287,-1.0107,-1.03547,-1.2698,-0.926087,-1.1884,-0.997357,-0.550928,-1.01239,-0.945713,-0.895751,-0.829395,-0.364212,-0.174966,-0.144204,-0.261316,-0.292003,-0.296271,-0.620375,2.66751,-0.0856235,2
4.39509,0.242498,0.1352,-0.147018,-0.788928,-0.793773,-1.4134,-1.09612,-1.33726,-1.15716,-0.784642,-0.723426,-0.375774,-0.893215,-0.838139,-0.389699,-0.181335,-0.0160457,-0.141627,-0.194762,-0.234295,-0.580927,2.2277,1.81967,2
3.68632,0.972919,0.14001,-0.125634,-0.251304,-0.50607,-0.659347,-1.1339,1.3813,-1.22139,-0.959023,-0.675399,-0.505112,-0.423931,-0.377614,-0.371494,-0.218487,-0.128465,-0.208024,-0.0940172,-0.11147,-0.562475,-0.522704,-0.583677,0
-0.0306645,-0.629043,-0.832386,-1.01003,-1.08686,-0.704889,-0.0503031,0.6096,1.3813,0.774263,1.77319,2.33909,-0.427651,-0.4252,-0.415505,0.253866,-0.230164,-0.469096,-0.507684,-0.532914,-0.607278,-0.713269,-0.469276,-0.347253,1
-0.0381383,-0.613442,-0.0644098,-0.748835,-0.859865,-0.841333,-1.06962,-0.613012,-0.391772,-0.407072,-0.189864,2.33909,0.358325,0.425852,1.62887,3.45713,4.25674,-0.457854,-0.418572,-0.471591,0.466598,-0.14318,-0.112312,-0.140383,0
0.409046,-0.869444,-0.372242,-0.840483,-0.950215,-0.924759,1.16637,-0.725468,-0.215644,0.00505718,-0.208677,2.33909,2.04256,1.7817,1.62887,-0.544446,-0.4276,-0.351055,0.566899,-0.384863,0.0598093,-0.463855,-0.400361,-0.454165,0
-0.898875,1.80333,-0.878881,-1.06655,-1.14436,-1.12202,1.16637,1.42108,1.3813,1.6574,1.77319,0.0818246,-0.479529,-0.473396,-0.762356,-0.486189,-0.359665,-0.276859,-0.330334,-0.158844,-0.283876,-0.617194,-0.638079,-0.733179,2
-0.107894,-0.668756,-0.87327,-0.915328,0.219118,-0.184841,-0.0503031,0.675274,1.3813,1.6574,1.77319,-0.837089,-0.917998,-0.865311,1.62887,-0.174874,-0.566655,-0.541044,-0.54263,-0.582849,-0.667001,2.05001,-0.609429,-0.129084,2
3.84203,1.89552,1.12283,-0.0408604,-0.169913,-0.444475,-0.633174,-1.20678,1.3813,-1.28715,-1.02487,-0.530518,-0.518614,-0.503836,1.62887,-0.456149,-0.318267,-0.237512,3.44381,3.43731,0.00121379,2.05001,2.66751,-0.00218002,0
-0.511481,-0.87299,2.01265,0.365442,1.52435,1.64273,1.16637,2.21276,-0.964373,1.6574,1.77319,-0.270372,-0.280547,-0.283781,-0.25403,0.536961,-0.532687,-0.547789,-0.559229,-0.566204,-0.63883,-0.469581,-0.408104,-0.469811,1
0.55354,-0.119876,-0.2544,0.197422,0.245252,0.286086,-0.0623283,0.429672,0.155036,0.388131,1.77319,-0.491296,2.04256,-0.909703,-0.686574,-0.202182,-0.0146818,-0.256623,-0.342565,-0.366466,-0.366135,2.05001,2.66751,0.116032,2
-1.01223,-0.471613,-0.659231,-0.851175,-0.914374,-0.639396,-1.06821,0.536729,1.3813,0.638161,1.77319,2.33909,-0.109992,-0.566619,-0.453397,-0.201272,-0.0274197,-0.334192,-0.421193,-0.455822,-0.488961,-0.675093,-0.524253,-0.8201,0
-0.614869,1.89552,0.496742,1.68287,1.52435,-0.00707401,-1.03213,0.146285,-0.326185,-0.103519,-0.466993,-0.146303,-0.156184,-0.168996,-0.0896404,2.40667,-0.513581,-0.461226,-0.479727,-0.463707,-0.0990748,-0.546569,-0.483988,-0.546301,0
-1.2763,-1.3155,-0.805932,-1.02607,-1.12793,-1.12202,-1.32427,-0.936883,-0.317341,0.365957,0.542393,2.33909,1.27506,1.7817,1.62887,-0.356019,-0.203626,-0.114975,-0.189677,-0.0528432,-0.637703,-0.864698,-0.885089,-1.00785,0
0.151199,1.89552,2.01265,1.68287,1.52435,1.64273,-1.02293,-0.432185,-0.998273,-0.188391,-0.59796,-0.293585,-0.291918,-0.443591,-0.253447,0.601591,-0.553917,-0.508442,-0.519041,-0.473343,-0.580234,-0.774986,-0.377131,0.149061,1
2.72593,1.89552,0.165662,-0.0996674,-0.210235,-0.768823,-1.03284,-1.07183,-1.31958,-1.15487,-0.881601,-0.582547,-0.677799,-0.364954,-0.821816,-0.403353,-0.23441,-0.134086,-0.155605,-0.194762,-0.238803,-0.624192,-0.582327,2.48548,2
-0.81168,1.89552,-0.836394,-1.02607,-1.10404,-1.07524,1.16637,1.41118,1.3813,1.6574,1.77319,0.0394009,-0.304709,-0.508276,-0.459226,-0.495291,-0.373464,-0.300467,-0.344312,-0.228928,0.117278,-0.60765,-0.585425,-0.674943,0
-0.0991746,-0.654573,-0.851625,-1.02454,-0.751593,0.254119,-0.0969894,0.618596,1.03052,1.6574,1.77319,-0.425659,-0.396383,-0.471494,-0.403264,-0.342365,-0.452014,-0.474717,-0.503315,-0.510137,-0.428111,-0.542751,-0.320606,-0.157767,1
-0.384426,1.89552,0.103134,-0.0652996,-0.193808,-0.13884,1.16637,-0.559934,1.3813,-0.267911,-0.0588973,0.329963,0.359746,1.7817,1.62887,-0.437944,-0.298099,-0.220649,0.299564,-0.277986,0.100375,-0.426316,-0.339964,-0.374199,0
-0.916313,-0.414881,-0.593496,-0.784731,1.52435,-0.933336,-1.18351,-0.79384,-1.06754,-0.582934,-0.346156,-0.756244,-0.718306,-0.689647,-0.628279,-0.0656411,0.082975,-0.271238,-0.376637,-0.400632,-0.440507,2.05001,-0.677569,0.104732,0
-0.847803,-1.07226,-0.362622,-0.061481,-0.0235599,1.64273,1.16637,0.437768,1.3813,-1.04018,-0.786089,-0.486493,2.04256,1.7817,1.62887,-0.366942,-0.229102,-0.14308,-0.221128,-0.207027,-0.273735,-0.589198,-0.622592,-0.708842,0
0.826335,0.0247897,-0.0123028,1.68287,1.52435,-0.406271,-0.0785978,0.33431,0.730585,0.245147,1.02863,-0.797867,2.04256,-0.727063,-0.940737,-0.217657,-0.107031,-0.128465,-0.223749,-0.260465,-0.242183,1.55691,2.66751,2.97397,2
-0.0991746,-0.660955,-0.121327,-0.752654,-0.862105,-0.842113,1.16637,-0.617511,-0.6018,-0.355078,-0.142108,0.325161,0.401674,1.7817,1.62887,3.45713,-0.526318,-0.464599,-0.409836,-0.471591,0.387719,-0.272341,-0.168064,-0.201227,0
-0.180141,1.83808,1.81465,1.68287,-0.122124,-0.290098,-0.703203,-1.49916,1.32087,-1.53565,-1.26292,-1.01639,-0.921551,-0.697257,-0.632943,-0.527151,-0.414862,-0.328572,-0.301504,3.22268,0.204045,2.05001,-0.193616,-0.233388,2
-1.05084,-1.22402,2.01265,-1.10091,-1.2026,-1.13839,1.16637,1.48495,1.3813,1.6574,0.226191,-0.303991,-0.320344,-0.323733,-0.733209,-0.395161,-0.247147,-0.162191,-0.0394102,-0.232432,-0.513751,-0.788347,-0.795267,-0.902674,0
-0.541376,1.89552,-0.591892,-0.399048,0.00332128,0.131709,1.16637,2.21276,1.3813,-1.18928,-0.932251,-0.647383,-0.4376,-0.429639,1.62887,-0.495291,-0.366034,-0.285852,-0.338197,-0.334053,0.0158627,-0.48676,-0.432108,-0.480241,0
0.595892,-0.0744908,-0.266424,-0.465493,1.52435,1.64273,1.16637,0.377492,-0.167006,0.305552,1.77319,2.33909,-0.512218,-0.581839,-0.350799,-0.0802055,0.103143,0.218911,-0.179193,-0.224547,-0.263593,-0.610831,-0.552129,-0.614968,0
0.426485,-0.200719,-0.345787,0.139379,1.52435,0.255679,-0.0934525,0.422474,0.200726,0.424068,1.77319,-0.421657,2.04256,-0.834871,-0.627113,-0.125719,0.0755445,-0.220649,-0.327713,-0.340185,-0.357121,2.05001,2.66751,0.0395417,2
-0.62608,-1.07651,2.01265,-1.07647,-1.18916,-1.18049,1.16637,1.42647,1.3813,-0.0454076,-0.244856,-0.442468,-0.443996,1.7817,-0.797916,-0.408815,-0.267316,-0.179054,-0.249959,-0.23506,-0.306413,-0.666822,-0.645822,-0.726226,2
-0.291003,1.89552,-0.00508801,0.68468,-0.246077,-0.198096,1.16637,1.05582,1.3813,-0.149396,0.056151,0.455634,-0.325318,1.7817,1.62887,-0.380597,-0.230164,-0.146452,-0.223749,-0.521526,-0.0663965,-0.556749,-0.387972,-0.113438,1
-1.1343,-0.648899,-0.843609,-0.909982,-0.225916,-0.194198,-0.497359,0.641087,1.3813,1.6574,1.77319,-0.965961,-0.905917,-0.857067,-0.792086,-0.303223,0.0681141,-0.449984,-0.519915,-0.547807,-0.629815,-0.11773,-0.810753,-0.904412,2
0.00296775,-0.20781,0.220976,1.68287,1.52435,1.64273,1.16637,-0.97107,-1.2363,-1.05853,0.0474681,2.33909,2.04256,-0.873556,-0.821233,-0.35784,-0.178151,-0.0801247,-0.220255,-0.258713,-0.278242,-0.636281,-0.538965,2.97397,2
4.39509,1.89552,2.01265,-0.101959,-0.141539,-0.102975,-0.851751,-0.433084,0.351062,1.6574,-0.0328486,0.344371,0.27589,-0.451835,0.81975,3.45713,-0.353296,-0.291473,-0.345186,-0.337557,-0.59263,-0.45113,-0.423591,-0.413313,0
-0.426778,1.89552,0.621799,1.10397,1.52435,1.64273,-1.04769,0.0491234,-0.993851,-0.169276,-0.591448,-0.28478,-0.279837,-0.279341,-0.839305,-0.631833,-0.535872,-0.484834,-0.498947,-0.39888,-0.5284,-0.449221,-0.367065,0.156884,2
0.75907,-0.155333,-0.278449,-0.602964,-0.720978,-0.693194,-0.936635,-0.778546,-0.968795,-0.914013,-0.666699,-0.352018,-0.330293,0.0218877,-0.350799,0.194698,0.43645,0.565162,0.330141,3.43731,-0.104709,0.18004,0.382481,0.419383,3
-0.649747,-1.08786,2.01265,-1.09022,-1.19513,-1.18829,1.16637,1.43097,1.3813,-0.0354676,-0.235449,-0.132695,-0.431205,1.7817,-0.789754,-0.404264,-0.258824,-0.17006,-0.242096,-0.23068,-0.325569,-0.677002,-0.658986,-0.674074,2
0.629524,-0.0943469,-0.133351,1.68287,1.52435,0.258797,-0.265343,0.376593,1.3813,0.337666,1.05541,-0.546527,2.04256,1.7817,-0.678995,-0.166682,-0.148429,-0.075628,-0.290146,-0.317408,-0.330076,0.834115,-0.581553,0.113424,0
-0.768082,0.296393,0.314768,1.68287,1.52435,1.64273,-1.27829,-0.929686,-1.19577,-1.0073,-0.555269,-0.224747,-0.914445,-0.888141,-0.825897,-0.363301,-0.181335,-0.0621377,-0.239475,-0.279738,-0.288383,-0.638826,-0.551354,-0.640175,2
-0.0680336,-0.629752,-0.820361,1.68287,1.52435,1.18116,-1.13116,-0.720969,-1.01449,-0.413189,-0.184076,-0.536121,-0.529274,-0.519056,-0.479629,0.0326687,0.46511,-0.385905,-0.440413,-0.464583,-0.519385,1.67652,-0.724029,-0.145598,0
-0.933752,1.89552,-0.899724,-1.08411,-1.13166,-1.12748,1.16637,1.42827,1.3813,1.6574,-0.229661,0.106639,-0.461052,-0.453103,1.62887,-0.479817,-0.346927,-0.265617,-0.237728,-0.256961,-0.308667,-0.675093,-0.662083,-0.753171,0
-0.380689,-0.0943469,-0.288069,-0.785494,-0.8972,-0.878758,1.16637,-0.661593,-0.234067,-0.0928139,0.0286552,0.418813,0.57294,1.7817,1.62887,-0.600883,-0.493412,-0.418507,-0.402846,-0.441806,0.154464,-0.410409,-0.337641,-0.364637,0
-0.562552,1.1346,1.13405,-0.0148937,-0.149752,-0.105314,-0.540509,-0.666091,1.3813,-1.29479,-1.035,-0.76665,-0.679931,-0.526032,1.62887,-0.483458,-0.355419,-0.256623,-0.288399,3.43731,-0.0472402,-0.499485,-0.431334,-0.500233,0
-0.73445,-1.0056,-0.697709,-0.477712,0.00854819,1.64273,1.16637,2.21276,1.3813,-1.08605,-0.833845,-0.532919,-0.335978,-0.340221,-0.307078,-0.451598,-0.314021,-0.236388,-0.284904,-0.291127,-0.149782,-0.58029,-0.542063,-0.597584,0
-1.3199,-1.32968,-0.805932,-1.04287,-1.14436,-1.13527,-1.337,-0.951277,-0.306287,-0.0828739,0.562653,0.676557,2.04256,1.7817,1.62887,-0.377866,-0.221672,-0.127341,-0.118912,-0.565328,-0.699679,-0.887604,-0.913739,-1.03566,1
-1.05209,-1.18856,-0.785089,-1.00392,-1.10702,-1.10019,-1.12904,-0.913492,-0.431567,0.224502,0.404914,2.33909,2.04256,1.7817,-0.690071,-0.382417,-0.233348,-0.149825,-0.223749,0.00497558,-0.441633,-0.746354,-0.741838,-0.847045,0
-1.30994,-1.31833,-0.824369,-1.036,-1.13017,-1.11578,-1.2026,-0.908095,-0.301129,-0.0782862,0.566271,2.33909,1.28501,1.7817,-0.799082,-0.352378,-0.183458,0.0896285,-0.0568831,-0.566204,-0.695172,-0.886331,-0.905995,-1.0261,2
-0.327126,-0.770873,-0.516538,-0.761819,-0.874052,-0.853028,-1.08306,-0.627407,1.3813,-0.192214,-0.0277836,0.35958,0.653954,1.7817,1.62887,-0.638205,-0.530564,-0.463475,-0.409836,-0.461079,0.206298,-0.0222908,-0.294279,-0.338561,0
-0.780539,0.294975,2.01265,1.68287,1.52435,-1.0191,-1.26415,-0.905396,-1.15229,-0.953774,-0.700707,-0.99878,-0.936475,-0.884336,-0.815987,-0.349647,0.154095,-0.166688,-0.277915,-0.306019,-0.316554,2.05001,2.66751,-0.0986615,2
0.967092,-0.0681085,-0.210309,-0.425015,-0.545504,-0.915403,-1.16016,-1.00166,-1.25473,-1.07076,-0.627626,-0.408049,-0.593943,-0.618621,-0.585725,0.00809121,4.25674,4.59764,1.10856,0.212598,1.4199,0.327016,0.586903,0.612346,3
-0.890155,1.89552,0.911192,-0.0721732,-0.497715,-0.118568,-0.497359,-0.989062,-0.867834,-1.09982,-0.846869,-0.553731,-0.510086,-0.362417,1.62887,-0.413366,-0.2705,-0.190296,3.44381,-0.227176,-0.283876,-0.598106,-0.637305,-0.73231,0
