feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,label
-0.43078,-0.283533,-1.62667,-1.55565,-1.04326,-1.07338,-0.24894,0.739245,1.80241,1.48307,1.75491,1.0555,0.727235,-0.203755,0.377622,-0.24328,-1.69768,0.0774185,-1.1371,-0.543124,-0.159089,1
0.450294,0.314385,-1.80345,-0.100061,0.100764,-0.42846,0.460465,0.355526,1.26733,1.51572,0.582364,0.262082,0.309455,0.642781,-0.588313,-0.502851,-0.775492,-0.3685,-0.777969,-0.0807334,1.64621,0
1.15317,-1.40344,-1.65193,-0.912644,-1.17434,0.0786545,-0.75991,0.384162,1.62806,0.503643,-0.169724,2.25885,0.44266,-0.9253,-0.142497,-0.425532,-0.865315,-0.396812,-1.82196,0.6221,0.161853,0
0.470094,1.18753,0.132631,-0.679468,-0.709584,-1.06786,-0.47714,-1.78643,-1.04137,-0.345195,0.884383,0.374483,-0.0538318,1.19388,1.19991,0.684546,0.0868099,0.268526,-0.326964,0.104223,1.26509,1
-0.886167,-0.520801,0.435669,-1.49205,-0.459329,-1.10645,-0.784714,0.143621,-0.0734009,1.5549,0.635661,0.182741,0.236798,0.341664,0.580716,-0.331645,-1.03897,-0.347265,-0.978415,0.168958,0.833826,1
0.311698,-0.644181,-0.885913,-0.128325,-0.429537,-0.263096,-0.0802699,-1.12781,-0.271804,1.45695,0.694881,1.23402,1.58096,1.56886,-0.613081,-0.756898,-1.81744,0.4384,-1.1371,-0.395159,0.964209,1
0.539392,-1.09974,-2.08123,0.634797,-0.941963,-0.979671,-0.824401,-0.927357,-0.0613764,-1.06344,-0.43029,0.354648,0.0490994,0.614374,1.09093,1.51848,0.88923,0.940943,1.56058,1.18622,0.823797,1
-1.19306,0.561145,0.83972,1.942,0.809819,2.01892,0.614252,-0.509275,0.461687,-1.43562,-0.785607,-0.51811,0.170195,-0.726449,-1.32143,-0.08312,-1.93122,0.25437,-0.644338,-1.00551,0.121735,0
-0.10409,0.172024,0.755543,-0.375633,1.38779,1.374,0.579526,-0.268734,0.41359,0.627704,-0.655325,-1.21235,-0.871227,-1.11279,-1.36602,-0.856308,-0.631775,-0.0924551,-2.43165,-0.977771,0.663325,0
-0.0347915,0.37133,0.292568,-0.926776,0.619149,-1.37654,-1.12205,-1.19653,-1.77486,-1.39645,-1.46663,0.480272,0.842276,1.42114,1.78442,0.640363,1.24852,1.07543,1.93641,0.418648,1.235,0
-1.37125,-0.482838,-0.616546,-0.460424,-1.17434,-0.775723,-0.407688,-0.245826,1.07493,1.75731,0.925837,1.5051,0.0914829,0.563241,-0.370358,-0.67958,-0.589858,0.62243,-0.878192,0.0302403,-1.17206,1
-0.410981,0.153042,0.334657,0.719589,1.45929,1.82048,1.08554,1.45514,0.984751,-0.0774845,-0.24671,-0.485051,-0.544269,-0.953707,-1.35611,-1.14349,-0.901244,-1.30988,0.583398,-0.330424,0.242089,0
-0.371382,0.0676254,0.772378,0.634797,0.261642,0.183385,0.708509,0.315436,-0.680636,0.477525,-1.24752,-1.33136,-1.31323,1.12002,1.24944,1.01039,0.589819,0.537493,-0.118165,-0.311929,-1.01159,0
-0.43078,0.523182,-0.069394,0.260302,-0.739376,0.35426,-1.42963,-1.03617,0.810397,0.242462,0.469847,0.976157,1.03603,0.165539,0.377622,-0.453146,0.452091,-0.262329,0.909124,1.36193,-2.3756,1
0.173102,0.513691,1.60573,-0.227248,-0.232908,0.332212,-0.189409,0.0118965,-0.740758,-1.28545,-0.406602,-0.696628,-0.550324,-0.317384,1.17018,1.33071,1.25451,-0.0570648,0.683622,0.807057,-0.540208,0
0.618589,1.26346,1.58048,-0.107127,-1.22201,-1.39859,-0.968266,0.470069,0.479724,0.392641,1.06796,0.61912,1.81104,0.171221,-0.509057,0.209587,-0.110801,0.204824,-0.184981,-1.02401,-0.269413,1
-0.559476,0.75096,0.157885,-0.834919,0.476146,-1.47576,-1.15678,-0.411913,-2.21375,0.294698,0.523144,0.539778,0.59403,1.31319,0.981951,1.04353,0.55389,0.445478,-0.00123776,0.446392,1.75653,1
0.965079,1.77596,0.789214,1.85721,1.43546,0.696011,1.74037,2.07367,0.834446,-1.05038,-1.02249,-1.47021,-0.205201,-1.34573,-1.30657,-2.45239,-0.61381,1.20283,-0.661041,-0.13622,1.13471,0
0.0939047,-0.25506,-0.742812,-1.50618,-1.51397,-0.279633,-1.24111,-2.13579,-2.42418,-2.02328,-1.54362,0.0967875,0.0551542,1.63704,1.93798,1.44117,1.54793,1.33731,-0.468947,0.048736,-2.5461,1
0.281999,-0.0652452,-0.700723,-1.0257,-1.51993,-0.329242,-0.695418,-1.02472,-2.65866,-1.63151,0.0493879,0.553002,-0.180982,1.10866,2.34912,1.69521,2.27251,1.5992,0.399656,0.612852,-2.06468,1
-0.361482,-0.330986,-2.04756,-1.54151,-0.2627,-0.648944,-0.447375,-0.715453,-0.548367,-1.03732,0.250734,-0.941265,0.194414,0.824588,1.27916,1.67312,1.75153,1.21699,2.58787,0.094975,-0.249354,0
-2.22263,0.200496,0.368328,2.01266,-0.506997,1.40707,1.60147,1.31769,-0.47622,1.33942,0.0612318,0.262082,-1.36166,-1.66389,-0.107822,-1.85041,-0.739563,-0.361422,-1.24568,0.252188,0.171883,0
-0.747571,0.722488,-2.16541,0.309764,-0.501038,-0.880453,-0.893853,0.487251,-0.0313153,0.986827,2.06877,2.59605,-1.16791,0.330302,-0.776547,-1.2429,-0.362306,-0.998448,-1.80526,0.094975,1.49577,1
-1.90584,-2.10576,-1.32363,-0.410962,-0.209075,-1.66317,-0.229096,-0.875813,-0.93315,-0.789202,-0.406602,-0.233802,0.285236,1.39841,1.83891,0.761865,1.00301,1.70537,-1.02018,0.446392,0.713473,1
1.93525,-0.815015,-0.465027,-0.248446,-0.286534,-0.527678,0.133048,0.510159,1.16512,1.11742,1.16272,0.314977,0.00671596,-0.192392,-1.33629,-1.09931,-1.9372,-0.687013,0.0655778,-2.26322,0.492825,0
0.747286,0.238459,0.082125,-2.50955,-1.46631,-1.59151,-0.338235,0.16653,0.215186,0.484054,1.82005,1.91503,1.58701,0.568923,-0.281195,-0.304031,-0.386259,-0.0995332,0.274376,-0.358168,0.22203,1
-0.569376,-0.862469,-0.321926,1.09408,-0.292493,0.927519,0.331483,0.584612,1.3034,0.262051,-0.151959,0.367871,-0.792515,-1.45936,-0.880571,-0.149393,-1.33838,-1.2391,0.182505,-0.654098,0.863914,0
0.479994,1.77596,0.0232009,-0.460424,-0.578498,-0.329242,-0.730144,0.429979,0.341443,1.07171,0.215203,1.42576,-0.65931,-0.232162,0.095272,-0.795558,-1.2785,-0.736559,-0.736209,0.797809,-0.189177,0
-1.47025,-0.416403,0.65453,1.07289,0.202058,0.255042,0.515035,0.0634409,-0.452171,0.830119,-0.353305,-0.795805,-0.10227,0.745048,-0.0335194,0.41393,0.338315,0.990489,0.491527,-1.18122,0.843855,0
0.2424,-0.340477,-1.39098,-0.6936,-1.15647,-1.63561,-1.16174,-1.0419,-2.59252,-1.67722,-1.14092,0.0637285,0.642468,0.665507,1.57637,1.65655,0.877253,0.756913,1.44365,0.141214,-2.2051,1
-0.0446913,-0.368949,0.511429,-0.361501,0.130557,1.58897,0.515035,0.71061,1.39358,-0.110132,-0.288163,-0.240414,-1.44643,-0.737812,-1.40069,-0.801081,-0.224577,-0.679935,0.324488,-0.72808,-0.13903,0
-0.896067,-0.397422,1.05858,1.38379,-0.00648755,-0.230024,1.82471,0.67052,-0.103462,-0.110132,-0.0986609,0.367871,-1.38588,-0.0333115,-0.667569,-0.624352,-1.52402,-0.821496,0.967588,0.992013,-0.32959,0
0.232501,-0.482838,-0.0778118,0.684259,1.06603,2.12365,0.0834389,0.498705,0.155064,1.30677,0.428393,-0.405709,-0.526105,0.0462288,-0.276242,-0.348213,-0.853339,-0.757793,0.33284,-0.931532,-1.04168,0
-1.27226,-0.103208,-1.55933,-0.114193,0.38677,0.348748,0.157852,-0.119828,0.227211,1.00642,1.57133,0.321589,0.920988,0.120088,0.432111,-0.685102,0.134716,0.261448,-0.535762,-0.903789,1.52586,1
0.281999,0.5042,-0.624964,-1.6899,-1.65102,-0.433972,-1.79177,-0.646727,-0.596465,-0.991617,-0.223022,-0.0156131,0.618249,0.631419,1.41786,1.17607,1.65572,0.714444,1.15968,0.261436,-0.269413,1
-1.07426,-0.957376,0.208391,1.04462,0.380811,0.547184,-0.263822,-1.30535,-1.11352,-0.469256,-0.803373,0.394318,-0.386845,0.193947,0.640159,0.850229,0.440114,-0.156158,-0.201684,1.88905,0.462737,0
-0.0149921,-1.53631,0.898644,1.22127,1.87638,0.77318,0.614252,0.0462594,0.209174,-0.103603,-0.755998,-1.50327,-1.28295,-1.02188,-0.226707,0.01629,0.128727,0.190668,0.257673,-0.515381,-2.02457,0
-0.549577,-1.09974,-0.928002,-0.100061,0.315268,-0.659968,-0.908736,-0.698271,-1.38407,-0.462726,-0.909969,-0.108178,0.31551,1.19956,0.323134,1.32519,1.92519,0.431322,-0.0346455,-1.2922,-0.68062,0
1.82635,-0.0367729,-0.397685,-0.856117,-0.49508,-0.896989,-1.509,-1.66043,-0.969223,-0.782673,1.18048,0.586061,1.13896,1.81316,0.471739,0.430498,2.52401,0.134043,1.14298,-1.42167,-0.409825,1
-0.965365,1.62411,0.275733,0.712523,0.166307,0.696011,1.21452,1.32914,0.269296,0.745235,-0.388837,-0.795805,-0.495831,-1.14688,-0.76664,-0.508374,-0.428176,-1.43021,-0.986767,-1.95804,1.28515,0
0.687887,-0.824506,2.52326,1.26367,0.780027,0.971616,1.64115,1.66132,0.563895,0.601586,-0.803373,-0.339591,-1.00443,-0.760537,-0.558592,-1.54113,-0.410211,-0.62331,-1.39601,0.714578,-0.51012,0
-0.688173,0.257441,2.38858,-0.552281,-0.41762,-0.130806,-0.318392,-0.749815,-0.794868,-1.02427,-0.542807,-1.21235,-0.144654,1.02912,1.08102,1.45773,1.42817,1.26653,0.0822817,1.76883,-0.409825,0
0.59879,1.27295,1.81618,0.429885,-0.95388,0.585769,-0.402727,-0.411913,0.660091,0.660351,1.80229,1.72329,1.11474,0.256443,0.224063,0.320043,-1.10484,-0.446358,-3.47565,0.649844,0.121735,0
-0.618875,-1.69766,-1.92129,0.366292,0.0233047,-0.643432,-2.07454,-1.36262,0.185125,1.16965,0.831086,0.54639,-0.0841057,0.654144,1.21477,0.0549494,1.07486,0.197746,-1.1371,0.0672316,-0.981504,1
-0.381281,-0.406912,-0.709141,-0.474556,-0.620207,-0.362314,-0.36304,-2.04988,-0.392049,0.425289,-0.73231,-0.875147,0.600084,0.591648,1.03644,0.623795,1.03295,0.176511,0.466471,0.45564,0.522913,1
-1.25246,-0.12219,0.199973,0.0341921,-0.220991,0.0841666,-0.174527,0.744973,0.774323,1.82261,1.06796,-0.504886,1.07236,-0.124215,-0.424847,-1.23738,-1.41623,-0.948901,-1.23733,1.44516,-1.09183,1
0.93538,-1.07127,0.814467,0.87504,2.0313,0.45899,1.53201,0.802244,0.479724,1.07171,-0.264476,0.0438931,-1.42221,-1.4139,-0.979641,-0.994378,-1.00304,-1.49391,0.767141,0.298427,-0.630473,0
1.87585,-2.09627,-0.894331,-0.841985,-0.912171,-0.95211,-0.377922,-0.314552,0.852482,1.94014,2.25235,0.672014,-0.411064,0.415523,-0.162311,-0.337168,-0.931185,-1.43729,0.608454,1.74109,1.51583,1
1.35117,1.37735,-0.869078,-1.11049,-0.840669,-0.549726,-0.105074,0.687701,0.948678,0.725647,2.5603,2.11339,1.52041,0.0178216,0.100225,-0.425532,-0.787469,-0.297719,-0.978415,0.557366,1.90698,1
0.133504,1.60513,2.38016,0.387489,0.404645,2.18428,1.41791,0.67052,0.930641,-0.110132,-1.38372,-1.22557,0.170195,-2.05591,-1.41555,0.0383811,-0.24853,0.105731,1.80278,-1.25521,1.17483,0
0.0048073,0.570636,0.974404,1.68762,0.583398,0.613329,-0.630927,0.0176236,0.690152,0.151049,0.197437,-0.524722,-1.1558,-1.42527,-0.850849,-0.867354,-0.272483,0.997567,-0.109813,-0.0344943,2.11759,0
0.420595,0.5042,-1.14686,-0.91971,-1.20413,-0.400899,-1.0526,-0.0167393,0.0528559,-0.0252484,1.70753,2.47042,0.152031,-0.0730817,0.139854,-0.585692,-0.110801,-0.212782,0.725382,1.69485,-0.179148,1
-1.28216,1.70953,0.393581,0.867974,1.31033,1.24171,1.026,0.298254,0.0889293,-0.789202,-1.09947,-0.491663,-0.302078,0.392797,0.397436,0.369748,1.48206,1.39394,0.132393,-0.0437421,1.82674,0
1.45017,0.570636,0.376745,-0.43216,-0.852586,-1.586,-0.0455438,-1.58598,-0.488245,-0.95244,-1.15277,-0.134625,0.0551542,1.72794,0.833346,1.17607,0.769466,2.04512,0.59175,0.178205,-1.96439,0
-1.74744,-0.995339,-0.456609,-0.665336,-0.322285,-1.23874,-1.34529,-1.66043,-0.915113,-1.38992,-0.228944,0.539778,0.357893,1.2791,1.60114,0.916502,1.50602,1.50011,2.01158,1.12148,1.235,1
0.2523,0.304894,-1.04585,-0.743062,-0.250784,-0.00402715,-0.70534,-0.824269,0.714201,0.901944,0.677115,1.7828,-0.0296127,0.24508,0.461832,0.397361,-0.0569071,0.643664,0.549991,-1.2737,-1.24227,1
0.291899,-0.482838,0.755543,0.500544,2.12663,0.205433,1.18475,0.945423,-0.301866,-0.0774845,-0.288163,-0.749523,-1.10736,0.495064,-0.900385,0.170928,0.140704,0.0986527,0.3746,0.890287,-0.129001,0
-0.0347915,0.494709,0.149467,-1.41433,-0.399745,-1.03479,0.266991,0.281073,-0.518306,1.23495,1.90296,0.711685,0.56981,1.3416,-0.276242,0.430498,-0.200624,-0.651622,-0.159925,1.51914,0.522913,1
0.133504,-1.80205,0.107378,0.535874,1.61421,0.359772,2.15212,1.6785,1.76033,1.00642,-1.10539,-2.95125,-1.56753,-1.31732,-0.746826,-0.24328,-1.42821,-1.07631,-1.26238,-1.67136,0.452707,0
-0.975264,0.314385,-0.49028,-0.078863,-0.238867,-1.34898,-0.849205,-0.68109,-1.43818,-0.998147,0.102685,-0.0751193,0.612194,0.495064,1.32374,1.02143,0.817371,-0.0570648,1.6608,1.83356,-1.03165,1
-0.0842901,-0.0177914,0.0232009,0.168445,-0.596373,-0.103245,-0.358079,-1.03617,-0.806893,-0.312547,-1.09947,0.572837,0.497153,-0.306021,1.42281,0.795001,1.43416,0.65782,-0.159925,0.770065,1.14474,0
-0.262485,0.826886,-1.32363,0.585336,1.13157,-0.422947,-0.635888,-1.52298,-0.740758,-2.14734,-0.140115,-1.40409,-0.0962153,0.784818,0.283506,0.37527,0.32035,1.13205,0.349544,0.696083,0.964209,0
0.084005,1.83291,-0.271419,-0.354435,1.06007,0.905471,0.877179,1.03706,0.876531,-0.0121893,-0.986954,-0.306532,-1.16791,-0.828715,-0.736919,-0.552556,-1.75157,-0.62331,0.449767,-0.228698,1.01436,0
-0.826769,-0.871959,-0.56604,0.295632,-2.21111,-1.07338,-0.224135,-0.400459,-1.02935,0.67994,0.9969,0.47366,1.00575,0.977987,-0.677476,1.08771,1.33835,-0.276485,0.917476,-0.0807334,-0.399796,1
0.826483,-1.09025,-1.28155,0.535874,-0.30441,-0.924549,-0.035622,0.601794,1.70622,0.588527,2.57806,1.46543,0.448715,-0.30034,0.0160157,-0.0996883,-1.32042,-1.86905,-1.07864,-0.163964,-1.80392,0
-0.678273,0.769941,-1.00376,0.83971,1.01241,1.75985,1.71061,1.06569,-0.368,-0.55414,0.78371,-0.26025,-1.68257,-0.726449,-0.771593,-0.221189,-0.368294,-0.87812,-1.69668,-3.08627,-1.79389,0
-0.678273,-0.274042,-0.810154,-0.926776,-0.512955,0.293627,-0.864088,-0.847177,1.19518,0.079224,0.611973,0.586061,0.908878,0.779136,-0.00379836,0.0825633,-0.979091,-2.64764,-0.352019,-1.44016,0.452707,0
0.430495,-0.0937174,-0.178824,1.46858,-0.709584,-0.588311,-1.12205,-1.21944,0.52181,-1.44868,-0.939578,-0.676793,1.33877,1.29615,0.942323,1.41907,0.829348,1.06127,1.56058,-0.589363,-1.152,0
-0.886167,-0.397422,0.258897,0.429885,-0.542747,1.05981,0.103282,-0.291643,1.52585,0.640763,-0.453978,-0.405709,0.321564,-1.15256,-1.1332,-0.464191,-1.55995,-1.86197,0.600102,0.881039,-1.06174,0
0.470094,-0.0462636,-0.877496,-0.20605,0.368894,0.492063,-0.690457,-0.692544,-1.60652,-1.09609,-0.744154,-1.51649,0.170195,-0.345791,0.704554,-0.0444605,1.55392,0.459634,1.39354,0.566613,0.342383,0
-1.88604,0.447256,0.418834,0.253236,-1.20413,-0.130806,-0.24894,-0.486366,0.389541,-0.0252484,0.801476,1.35964,0.927042,0.972306,-1.44032,-0.0996883,-0.206612,0.50918,0.97594,0.807057,-1.38268,1
-0.618875,2.25999,-0.254584,1.10115,1.83467,0.933032,0.773,0.475796,0.161076,0.0335173,-0.134193,-0.683405,-1.05287,-0.908255,-1.46013,-0.602261,-0.164695,-0.156158,-1.09534,-0.848302,1.09459,0
-1.46035,-0.492329,-0.170407,0.592402,-1.1803,-1.10645,-0.0852308,-1.47144,-0.0854254,-1.05691,-0.0157536,1.61089,1.1874,0.750729,-0.0285659,1.22578,0.140704,0.47379,0.424711,1.31569,-0.630473,1
-0.133789,-0.0937174,-0.616546,0.35216,-0.00052911,-0.191439,1.53201,2.18822,1.98879,-0.188486,0.434315,-0.0817311,-0.495831,-0.323066,-0.811221,-0.28194,-1.05095,-0.779028,-0.193333,1.10299,-1.62339,0
-0.193187,1.16855,-0.481863,-1.08223,-0.709584,-0.444996,-0.224135,-1.71198,-0.434135,0.67341,0.712647,1.39931,0.957316,-0.510554,1.14542,-0.54151,-0.188648,0.141121,0.240969,-1.04251,-0.129001,1
0.569091,1.38684,1.40371,2.23877,2.30539,1.40156,0.822609,0.876697,-0.235731,0.477525,-0.110505,-0.941265,-1.30112,-2.06159,-1.7722,-0.983332,-1.62582,-1.48683,-0.836432,-0.792815,-0.540208,0
-0.460479,1.88036,0.17472,-0.615875,-1.33522,-0.0315877,-1.72728,-1.12208,-0.632538,-1.3638,-0.73231,-1.30491,1.06025,1.67681,1.19,0.0715177,0.691619,1.23822,1.18474,-0.330424,0.0314704,1
-0.371382,-1.62173,-0.448192,-0.884381,-0.489121,-0.604847,-0.799597,-1.34544,-0.47622,-1.56622,0.730413,-0.0949547,1.40537,0.165539,0.253784,0.734251,-0.0688836,-0.375578,1.13463,0.733074,0.653296,1
-0.826769,1.16855,0.873391,-0.538149,0.523814,-0.274121,0.420778,1.29478,1.08095,0.353464,1.35222,-0.0751193,-0.501886,-1.28891,-0.969734,-0.834217,-0.0509189,-1.56469,1.4687,-0.72808,1.48574,0
0.281999,1.07365,-0.212495,-0.269644,-0.971755,-0.163878,-0.457296,-0.348914,0.63003,1.09783,1.04428,1.55138,1.07841,0.898447,-0.647755,-0.657489,-0.529976,-0.389734,0.00711419,-0.0159987,-1.90421,1
0.371097,0.295404,1.81618,0.528808,0.756193,0.988153,0.99624,1.23751,1.33346,0.725647,-0.7027,-0.544557,-0.653255,-0.26057,-0.0533335,-0.861831,-1.09287,-0.892277,-0.251796,-0.968523,0.76362,0
0.202802,-0.0842267,-0.338761,-1.0045,-0.793002,-0.781235,-1.21135,-1.72343,-1.57045,-0.181957,-2.56219,-0.180908,0.321564,1.29047,0.783811,1.91612,1.57787,1.83986,1.001,0.0394882,0.282207,1
0.549291,-0.340477,0.763961,-0.248446,-0.49508,-1.68522,-1.04268,-0.578001,-1.07143,0.418759,-0.234866,-0.63051,0.297345,0.40416,1.02158,0.61275,0.979053,-0.538373,0.666918,2.5179,-0.560267,1
0.836383,0.086607,1.05016,2.74751,0.416562,0.216457,1.13018,0.636157,-0.193645,-0.175427,-1.52585,-1.21235,0.703016,0.20531,-0.731965,0.21511,0.961088,-0.630388,0.307784,1.12148,0.40256,0
0.2721,1.61462,0.242062,0.924501,1.58442,1.03225,1.17979,0.91106,1.56794,0.164108,-0.951422,-0.855312,-1.48276,-1.99909,-0.86571,-1.51904,-0.973103,-0.743637,-0.184981,-0.422902,-0.419855,0
-0.460479,-0.00830062,0.082125,0.670127,0.744276,1.29132,2.20669,-0.303097,-0.524318,0.575468,-0.2171,-1.06689,-2.04585,-0.00490423,-1.03413,-0.856308,-0.368294,-1.42313,0.274376,0.372409,-0.14906,0
-0.193187,0.826886,1.07542,1.29193,1.22691,1.24722,1.83959,0.429979,-0.295853,-0.710848,0.0197781,-1.90659,-0.513995,-0.436695,-0.811221,-0.696148,-0.655728,-0.998448,-0.0680533,1.37117,0.0916471,0
-0.569376,0.257441,-0.0525586,-0.361501,-1.30543,-1.3104,-0.918658,0.269619,0.0708926,1.47001,0.712647,1.63734,1.32666,0.28485,-0.251474,-0.0665516,0.15268,-0.134924,-0.360371,1.20471,-1.06174,1
0.668088,-1.65969,0.233644,-1.23061,-0.620207,-1.16157,-0.735105,-0.400459,-1.82296,0.26858,-0.436212,-1.04044,0.945207,1.75635,1.53674,1.5958,0.979053,1.13913,1.49376,1.0475,0.161853,1
-2.12363,-0.606218,0.763961,-0.354435,-0.804919,1.42912,1.60147,0.802244,1.08696,0.843178,-0.785607,-0.637122,-0.816734,-0.584412,-1.4849,-0.447623,-0.434164,-0.453436,-0.0262936,-1.44016,0.813767,0
0.519592,0.105588,-0.667052,-0.545215,-1.07901,-0.593823,-0.313431,0.0290779,1.11702,-0.260311,2.12799,1.02244,-0.217311,1.10866,-0.637848,-0.138348,-0.655728,-0.609154,1.53552,-1.16273,0.0816176,1
-1.48015,-0.13168,0.991239,-1.64044,0.505938,0.227481,0.3166,0.699155,1.07493,0.901944,-0.0275975,-0.861923,-0.774351,-0.357154,-0.786454,-0.801081,-1.42222,-1.06923,-1.02853,-0.811311,1.32527,0
-1.63854,-0.0557544,-1.04585,-0.6936,0.339102,-0.582799,-1.12205,-0.749815,-1.02333,-0.41049,-1.40149,0.28853,0.672742,2.25631,1.85377,1.2313,0.751501,1.42225,0.925828,1.2417,-0.118971,1
0.58889,-0.198116,-0.953255,-0.969172,-0.679791,-0.577287,-1.03772,0.109258,-0.662599,1.75731,1.54764,0.863756,1.00575,0.824588,-0.00379836,-0.67958,-0.446141,-0.361422,-1.3626,1.35268,0.633237,1
1.32147,-0.13168,0.0989604,0.253236,0.934946,1.12596,1.40303,1.57541,0.972727,0.235932,0.434315,-1.45037,-0.235475,-0.544642,-1.6335,-0.790035,-0.488058,-0.771949,-0.769617,-0.580115,1.37542,0
0.212701,-0.416403,-0.683888,-0.926776,-1.41268,-0.32373,-1.11213,0.172257,0.41359,0.67994,-0.0335194,1.47204,0.448715,2.01201,0.575763,0.00524443,-0.685669,-0.835652,-1.73009,-0.284185,1.46568,1
0.628489,-0.739089,-1.83712,0.87504,-0.542747,-0.0150514,-0.0505047,-0.606637,-0.398061,-0.208075,0.357329,0.605896,0.630358,0.32462,-0.652709,1.91612,0.505984,1.35855,0.800549,0.344666,0.0314704,1
-0.905966,-0.444875,-0.843825,-0.898513,0.869403,1.16454,0.88214,0.338344,-0.824929,-1.08303,-1.20607,-0.346203,-0.780405,-0.448058,-0.870664,-0.524942,0.973065,0.367619,-0.31026,-0.099229,0.723502,0
-0.311984,0.485219,-0.0609763,-0.672402,0.428479,0.205433,0.286835,-0.114101,-1.66063,-0.756555,0.120451,-0.524722,-0.526105,-0.254888,0.323134,1.02696,0.8533,-0.3685,0.93418,1.79657,0.382501,0
2.51933,0.0960977,2.10238,1.942,1.81084,1.6,1.53201,1.59259,1.63407,-0.00565979,0.244812,-0.405709,-0.774351,-1.77184,-0.251474,-0.933627,-1.15874,-0.630388,-1.989,-1.52339,1.235,0
-0.668373,-0.606218,0.814467,-0.672402,0.0173462,-0.411923,-1.41474,-1.5058,-0.25978,-1.21362,-0.18749,0.156294,-0.223366,0.943898,0.536135,1.038,1.45811,1.52134,-0.22674,2.12949,1.30521,0
-1.08416,0.333367,0.00636548,-0.262578,-0.912171,-0.687529,-0.0901917,0.315436,1.09297,1.29371,0.985056,1.9547,0.388167,1.5859,-0.281195,-0.171484,-0.799445,-0.0995332,-0.393779,0.363162,1.94709,1
-1.61875,-1.95391,1.24377,0.825578,0.523814,-0.24656,0.37117,1.28333,0.221198,0.921532,0.120451,0.0967875,-0.223366,-0.453739,-1.11339,-0.453146,-1.20065,-0.991369,-1.32085,-0.237946,-0.439914,0
0.143403,-1.84002,0.0905427,-0.962106,-0.733417,-1.39308,-2.64504,-1.40844,-0.536343,-1.05691,-0.436212,1.09517,0.769618,1.24502,1.65563,1.29205,1.14672,1.28777,0.190857,0.760817,1.25506,1
-0.579276,0.731978,-0.835407,0.818512,-1.23393,1.30785,0.609292,0.819426,0.431626,0.67341,1.47658,1.16129,-0.834898,-1.0787,-1.2075,-1.02199,-1.34437,0.21898,-0.635986,-0.330424,-0.590355,0
0.59879,-0.805524,-1.27313,-1.07516,-0.220991,-1.16708,-1.2808,-0.303097,-0.680636,-0.625964,-0.18749,0.751356,0.781728,0.171221,1.37328,0.71216,1.53596,-0.134924,-0.0680533,-0.117725,-0.0487652,1
-1.04456,-0.463857,-0.271419,0.634797,-0.131615,-0.395387,-0.596201,0.36698,0.455675,0.151049,1.86151,1.45882,0.58192,0.995032,0.0754579,0.828138,-0.811421,-0.0216745,-0.22674,-0.469141,-0.720738,1
-0.509978,-0.160153,0.208391,-0.976238,-2.00257,-1.3104,-0.913697,-1.3798,-2.84504,-0.456197,-0.412524,0.61912,0.763563,1.07457,0.491553,0.391839,0.541914,1.83986,1.44365,1.18622,-1.2523,1
-1.19306,0.561145,0.91548,1.18594,1.53675,0.216457,0.500152,1.2776,0.834446,-0.240723,-0.359227,-0.928041,-0.126489,-0.834396,-0.2168,-0.602261,1.00301,-0.566686,-1.07864,1.00126,1.31524,0
0.905681,0.684525,0.0989604,-0.304973,0.684692,0.767668,0.549761,1.87322,-0.253768,0.301228,1.19825,0.837309,-1.92476,-0.828715,-1.0589,0.0991316,-0.452129,-1.29573,-0.711153,-1.60662,-0.470002,0
0.58889,-0.606218,0.208391,-0.184852,-1.56164,-0.544214,-1.04268,-0.240098,0.0769048,0.81706,0.629739,0.420766,0.939152,0.466656,0.0754579,0.148837,-0.440152,-0.361422,0.984292,-0.0344943,-0.0587946,1
0.380996,0.266931,0.132631,0.761984,1.64996,1.04327,0.227304,0.303981,-0.187633,-0.188486,-1.17646,-1.52971,-1.7189,-0.527598,0.0407833,-0.221189,0.110763,-0.481749,0.483175,1.54688,1.4055,0
1.31157,1.50073,0.503011,1.32726,1.67379,1.23069,1.23932,0.653338,0.599969,0.379582,0.2685,-1.7479,-2.02769,-0.800308,-0.578406,-1.59636,0.571855,-0.913511,0.174153,0.853296,-0.0888829,0
-0.905966,-1.22312,0.806049,-1.88068,0.261642,-0.698553,-0.660692,0.114985,0.251259,0.425289,1.21009,2.15306,1.64151,0.94958,-0.429801,-0.353736,-0.470093,-0.672857,-0.326964,-0.469141,1.30521,1
1.53926,0.00119014,0.0400364,-0.0717971,0.0769306,-0.0811967,-0.114996,0.636157,0.768311,0.111872,0.837008,0.65879,0.31551,-0.30034,0.00115516,-0.497328,-0.673693,-1.36651,-0.0847572,0.714578,-1.22221,0
0.0345064,-0.890941,0.199973,0.740787,-1.38289,-0.0150514,-0.119957,0.441433,0.906592,1.15007,0.724491,1.56461,0.363948,0.671189,0.58567,-0.188053,0.811383,-1.86905,-0.151573,0.418648,-0.169119,1
